Genes	PAU89988T_24h
ITM2C	-0.122517377183473
LOC100507002	0.19055029712132
RBM17	0.160834562408566
KLF7	0.31448384894727
FER	0.403108284125591
SENP3	-0.20739907350374
N4BP2L2	-0.0550514670081101
AAAS	-0.0843980781545426
LIG4	0.373226160633619
ZNF85	-0.0453722093903131
ZBTB33	0.288531469320084
CYB561D2	-0.986399819936721
HIST1H2BC	0.449302816892148
DYRK2	0.0795761583436017
SS18L2	0.0525936322830107
MFSD1	0.0873193839227602
LAMTOR3	0.0576407321406927
CYSTM1	0.228007759832829
LMO7-AS1	0.774589381135378
SNX9	0.246409876857135
TSNARE1	0.493341464165528
ANKRD26	0.301009135741068
RFX7	0.405005460768947
NAPEPLD	0.182611780818385
ARHGEF28	0.344473687979447
KBTBD2	0.0409012609529738
ARHGAP21	0.28207701601526
ZNF141	-0.0454650621190208
GTF3C5	-0.243452435943843
MFAP3	0.103960344938026
TIGD2	0.455614917974798
FASTKD1	-0.0215323271094592
PLA2G16	-0.265383751844103
CCDC186	0.354297657060979
MAN2A2	-0.0537869556828476
CDKL3	-0.00266348557464147
MAP3K2	0.229508808364222
CD3EAP	-0.103907622132332
KIAA0754	0.210909280888491
LIMK1	-0.0993846373687779
TRAPPC1	-0.0923841279475859
LRP6	0.175101473434644
LOC341056	-0.278147853251828
LOC100288778	-0.686011370913027
SORBS3	-0.0365119811037591
GGNBP2	0.00671265833923052
DYNLRB1	0.182089718703102
SBF1	-0.160557169990357
EXOC6	0.217060075113935
ZBED5	0.090429476326384
ATAD5	0.161100114570711
ZNF765	0.298218699756565
TTC3	0.148068171272147
TPP1	0.366819499930442
TOP2B	0.153437972216395
ZNF638	0.139509745442526
SERPINB9	0.134754609366746
ZNF593	-0.0488178814983868
MCEE	0.283656952917537
INTS7	0.149455471462865
DTNB	-0.147746164502585
SARS2	-0.326197531273716
ACOT8	-0.26973192033774
RNF103	0.276165123281625
HSPH1	0.0631763799561202
ATP2B1	0.0782225475377665
LINC01560	-0.225543906589308
EED	-0.0571677423119565
SPRN	-0.288668643131582
FNTB	-0.13400405854472
CASK	0.13799230219891
SACS	0.220489313084504
EPT1	0.213103867859943
GCLC	0.0584979239133965
TM4SF1	-0.0417705191612878
C5orf28	0.177487549641448
RIF1	0.183774479706345
ALG11	0.0261673569357566
SRSF7	-0.152112491930652
KIF18A	0.00468773958645929
RPL41	-0.47705881929963
BOLA1	-0.550513850039153
ZBTB48	-0.139542334483803
ALKBH2	0.0686855693947379
SLC7A5	-0.201964798734267
SECISBP2L	0.171538863228776
WDFY2	0.294768775811969
BCL7B	-0.0262109625460099
MDN1	0.250671795992589
TNIP2	-0.255460259467097
DPP7	-0.484367095553112
SWT1	0.0785250024544952
ERLIN2	-0.190414550869468
BDP1	0.191026779601205
TM2D3	-0.0730885941741626
HIST1H2AD	0.402993502131164
LIFR	-0.0364791743945303
NIPA1	0.20366443884268
PCNXL4	0.0857632030805187
SH3KBP1	0.166555354547113
MYO9A	0.222705895656462
EP300	0.194126991687734
DHX36	0.106315357584053
C5orf51	0.197130316068152
MTA1	-0.161093136045473
CWC27	0.159033427029499
ERCC2	0.00563872058365389
SCRIB	-0.277498748548159
NPAT	0.0975588318101375
AKT2	-0.0809563572128953
PGLS	-0.185827068651522
MRTO4	-0.201410251709656
EPS15L1	-0.00231903859639981
TMEM135	0.283938699658033
STAG3L5P-PVRIG2P-PILRB	-0.387940970065293
SQRDL	0.318034375696846
TOPORS	0.151450670671664
NHLRC3	0.266295344285934
CEP350	0.199244546332311
JUND	0.374106152341815
HES1	0.0100934202398673
COPB1	0.015205665211778
TANGO2	-0.328475655551346
GRAMD3	0.282706922548079
SLC25A30	0.0691186688017948
MZT2B	-0.388441809259346
STXBP2	-0.0806538768084302
PLEKHG4	-0.375786237539469
SLC39A8	0.369311740888469
IVD	-0.186706324682842
NCKIPSD	0.0820624485776926
GTF2H1	0.0910201205488983
ARL6IP1	-0.181829561936853
ELP4	0.12441289683343
NAPA-AS1	0.386377329173074
SCAMP4	-0.0858673294163816
C11orf84	0.113036494447271
PNRC1	0.31971700966187
UBE2L6	-0.438449354274117
OTUD5	0.0398926809800138
ERCC-00051	0.294152278650114
CENPF	0.0483448179596033
SNAPC4	-0.378306435390088
IREB2	-0.0184016907750406
ATRX	0.254213326774472
DNAJC2	0.0919935535443281
GAS6-AS2	0.0427766559693952
PLOD3	-0.258465263338598
RNF38	0.129513219098854
ESCO2	0.198725207425136
FLNC	-0.0375623477558958
HSPG2	0.150914381183451
ABHD14A	0.145504017557983
PAK1IP1	-0.0314028079233868
ATG2B	0.192643133145222
CDCA7L	-0.209996504387399
MED13	0.186325328258708
PPP6R1	-0.132229136753634
MGA	0.269617040311695
CTDSP1	-0.321107933289936
FAM201A	-0.282591564270183
ALS2	0.227812725940694
LAS1L	-0.140906509782406
SUV39H1	-0.333371353971803
ADM	-0.194739430141083
CUL4B	0.110846963853606
USP9X	0.1007252040127
ACLY	0.373647908937662
STAG1	0.0883487287069897
ATG101	-0.0453951736015119
TMX3	-0.00275821728655146
TMEM184C	0.220774395453462
USP37	0.134182676723732
GATM	0.371214298861581
PTTG2	0.731042082064604
ZNF43	-0.0529538303301321
ASPM	0.154822564192318
TP53INP1	0.275542404217912
THOP1	-0.247762672405866
TBC1D23	0.0747744795239162
MROH6	-0.187777651359181
TATDN1	0.0109062400051982
SLC5A6	-0.0241906028223555
HS2ST1	0.0860122951205637
CDH2	-0.0214794660154061
HIST1H4A	-0.955912635624455
RBM42	-0.305412952000535
CTNNBL1	0.065616961998523
TREX1	-0.282336865613453
SGSM3	-0.105376741832508
OSTM1	0.155559619078834
RMI1	0.12989271712973
ZNF823	0.210011575738592
MAP2K2	-0.149809208343316
KIAA2018	0.336063392112605
ZNF414	-0.484657801662714
WBP5	0.14602395084919
MBTPS2	0.073449884106294
FADS3	0.0942884535478332
PDF	-0.384340551935927
ATN1	0.0500494036550476
SUCO	0.147499912427891
ATR	0.0583186045304025
SETX	0.185361897674705
PLAC8	-0.172068333798786
MTG2	-0.128311595101991
APPBP2	0.192441362302825
CCDC91	0.219724633045204
DYNC2H1	0.191181839887973
FAM50A	0.0784962680073784
PPM1L	0.293400812806209
CDC14A	0.0674673126673411
TIMM10	-0.282351479377752
LMNB2	-0.216333339340316
RNF31	-0.27404352410195
RAB9A	0.297857113507789
RLF	0.230074806531179
STK25	-0.12241558615236
ZC3H12C	0.236816337584484
ACVR1	0.207045227646891
DEPDC7	-0.0448115260611747
CAMK2N2	0.0970845918315266
ZNF569	-0.0543622447328532
TRPM7	0.168297913876899
LOC101929705	0.72918995110855
ADSS	-0.0683656945232372
SATB1	0.276574940226547
TAB2	0.167797905467613
TNFSF9	0.297295017840371
ITSN2	0.264660472943276
INTS6	0.189887458700657
RAPGEF1	-0.0128685780718758
EEA1	0.272509192399267
CHFR	0.371916955870399
FKTN	0.0735315835532298
SRF	0.0822156732545825
UBA6	0.167493097952748
FAM162A	-0.107537315054364
ETFB	-0.245535766937683
SNORA63	-0.781694999807382
FOXO1	0.189948720803081
ERCC-00108	-0.351427238705813
CDKN2A	0.0538475249866517
CLPP	-0.0835962159421566
ERBB2IP	0.165528854797051
FAM214A	0.223426623654798
GPANK1	0.182057475921815
DKC1	-0.0999694741730481
PLAA	0.085878638528575
LYRM2	0.15680345292119
HIF1A	0.252851591834438
RSAD2	0.29254821339195
ARHGAP12	0.283713805483099
NPM3	-0.252739037282387
FLOT1	-0.160325370216749
MID1	0.298984165739046
ZNF214	-0.0512999169276636
PAXBP1	0.248487255544185
CNEP1R1	0.100743606950576
RNF123	-0.0435676968178451
KISS1	0.0348730282677777
DRAM2	0.226248785787235
ILVBL	-0.291689148555214
KMT2E	0.303325976305225
PIK3R3	0.240129926344272
POMGNT1	-0.226641258473115
PPP3CC	0.343322111055365
TAF11	0.0750124319268828
MARC1	0.0824706398941881
RHOG	-0.268423057285735
BAG1	-0.0683267986775586
NUCB1	-0.154285249204827
COQ10B	0.0528460410433622
SDHAF2	-0.0654779880630363
SLC4A2	-0.142000995366321
DCAF6	0.175862039288223
LY6G5B	-0.0897241837022156
CCDC22	-0.318788905707101
POR	0.21947349071291
B9D1	-0.382655744100514
UFL1	0.0791379282708808
DNPH1	-0.30945478873073
BLOC1S6	0.0427842932880109
TBK1	0.147321889483645
ZNF257	-0.0504036032354563
PKIB	0.373390803055207
WNT5B	-0.0985672419612081
TARSL2	0.377225530687908
LGALS9B	-0.430936107004319
FAM111B	0.248747904487256
KIAA1109	0.336114414115379
ZNF124	0.24533682216079
BBS9	0.129390349696933
ZNF76	-0.195382258383178
ELOVL5	0.379855418692644
RING1	-0.0778205813233921
FNBP1L	0.290588637236985
BRCA2	0.294852389991238
TPMT	0.191858027708329
CHST14	-0.104543100404455
RAET1E-AS1	0.816750845443022
PKN2	0.18422596542928
BBS10	0.203208482587505
FANCL	0.0609023004456963
ANKRD32	0.181917011391835
DCP2	0.179559692324833
TOP2A	-0.0861348042657557
FRG1	0.332280464049648
FAM127A	0.140172104650008
TRABD2A	0.0675502431638968
FAM126A	0.331286586120934
EEFSEC	-0.114544049059756
ACER3	0.129624027389298
KIF27	0.323762460762187
ZFP37	-0.0495240575853114
RPGR	-0.00647253315655494
SMARCA1	-0.0503749924723568
CHD1	0.139862207812367
IFNAR1	0.0793998546971073
SLC19A1	-0.284175297606184
TEAD4	-0.162512680054503
MEGF9	0.184002876114953
C5orf34	0.16850498102214
VPS39	-0.0142815053788521
USP1	0.0813459187171306
PSRC1	-0.132621367233124
AMD1	0.0665370543936694
APOBEC3C	-0.294042828437811
MNX1-AS1	0.320289813563235
RAB6A	0.239982474847644
SOS1	0.312487325501058
DDX60L	0.255626930333682
UPF2	0.1249883166529
ITGB3BP	0.300407149959326
SIRT1	0.0649618990881979
USP53	0.280717622680816
VRK3	0.220968326366115
VARS	-0.129928149089266
ROCK1	0.218145314231202
VPS13C	0.254974880403628
C22orf39	0.0641680627771137
HM13	-0.0156953337283152
HOOK1	0.158000224415135
AMOTL2	-0.0999041987956826
N4BP1	0.179338055910755
ARHGDIA	-0.129004776257609
TMTC3	0.198618816693848
CCND1	-0.108487055753484
KIAA1161	0.298161261522115
SLC30A6	0.0864274760746273
SMARCA5	0.0992409303306667
YIPF4	-0.030002946883176
MGLL	0.096380496447932
WSB1	0.0654333438379116
ZNF800	0.288879311076921
PLK4	0.150329512648146
APOLD1	0.214570083809453
AGGF1	0.094774889877181
YARS	-0.11339525520963
ELOVL7	0.201548356746676
RUFY2	0.167021850834058
MRFAP1L1	0.0926775949079319
STK3	0.130596640543454
ZSWIM6	0.473889802038788
CISD3	-0.184499214641414
G6PD	0.1580837909915
ABCF2	-0.148067180481289
SLC26A2	0.198600932960577
FLJ32255	0.104080958601945
TCF7L2	0.127840043818984
ERCC-00171	-0.129276876547532
DPH1	-0.152195625720757
HEATR5B	0.181971045530235
SMG1P1	-0.13801595219151
ACOT13	0.164202213234679
RASSF7	-0.235817908753274
LEPR	0.144877438027486
DRAP1	0.005625671642143
MNAT1	0.187036312430807
ID2-AS1	-0.859312198595338
FZR1	-0.192559909135029
ZNF354B	0.321016601495683
SLC30A4	0.180624689939394
ZNF675	0.34710423956859
ARRDC3	0.192987683791618
TRIM14	-0.112957474904187
APAF1	0.230258128727564
RAB5B	0.264355709404468
FTX	-0.40336620567753
TRAP1	-0.213101458344781
DNAJC21	0.177257089588852
RNF146	0.207331015429536
ADAMTSL4	-0.283370230091933
THUMPD1	0.0680678049239036
ANP32E	0.122569534013824
CCDC80	0.0245768757488106
CSRP1	-0.20115357486317
ZKSCAN8	-0.0431157888488296
ZNF559	-0.0483496719933736
METTL12	-0.200341261694867
ARID2	0.141113895656079
JKAMP	-0.0284847586494799
PPP2R5A	0.0665387128248307
ATP6V1C1	0.0878746470799969
SERPINE1	-0.0907413484996678
DNAJC11	-0.130486464289264
EPB41L5	0.292348690678224
SVIL	0.0964564402844204
SBDS	0.180216886717298
HSF2	0.00584400984199007
C5orf42	-0.047578851770712
EIF2AK3	0.294625003153624
LINC00707	0.378092768989786
USP36	-0.0908362335989157
P4HA1	0.193551185121827
KIF18B	-0.187666807509111
APEX2	-0.131199926761537
B4GALT2	-0.228574954660536
LOC100049716	0.30019061852049
TROAP	-0.126826917444749
SGTB	0.325875227907876
TRIM32	-0.2090163113672
PLS3	0.0910666658452923
ZNF91	0.173547594792385
SFXN3	-0.289466207650471
SERF2	0.0121792613502008
IRS2	0.102749253414935
GLMP	-0.0422625939355656
SENP6	0.113777478518421
ERCC6L2	0.246485174983061
PCIF1	-0.302587273010277
THAP6	0.24723046115046
TMEM201	-0.104351426459619
OSGEPL1	0.242642078223066
MIS18BP1	0.164606091885966
ERCC-00002	-0.397484703221762
IL18	0.343170057491055
RB1CC1	0.185488239942199
PDLIM5	0.0594027451520547
TMSB15B	-0.463608985995292
ANXA1	-0.155364581721612
NOC2L	-0.114555394368692
SEC24A	0.275520384166396
CEP83	0.254149585093477
XRCC4	0.261598490937148
RRP1B	-0.107920647067088
BCAR1	-0.102942854044833
THUMPD3	0.110040397907246
NACC1	-0.0823773326972317
FSCN1	-0.127428232644013
CCDC101	0.0450652246894876
AGL	0.15120970503484
CAPN7	0.157962868622374
DGUOK-AS1	-0.0716030792146318
RALGAPA1	0.312174873619854
TECR	-0.121780389666833
QSER1	0.201353582767355
GINM1	0.0690907850627331
MRPL46	-0.0779273149316726
HCP5	-0.0839198275093787
SLK	0.15589423468333
C10orf88	0.192320156822281
ZNF33A	0.316341991395104
MRPL24	-0.033518886454023
PGAP1	-0.0371089749343221
SMAD7	-0.234482019026354
ZNF431	0.0863081214729213
CSNK1G2	0.17084363992652
ARHGAP5	0.191539871497966
PIKFYVE	0.24674651998554
RILPL2	0.133021148200923
PPARD	0.317225297312881
GPAA1	-0.210503061600342
CETN3	0.0879787041658346
PPP2R3C	0.0022416951863633
TIMP1	-0.225475274479779
RPL28	0.000722569835595266
ZBTB1	0.280256694523919
GPS1	-0.304797130291781
LOC105373383	0.895000778481017
MCF2L	0.207777648130364
TRNAU1AP	-0.087907555725443
ASAH2B	-0.38233335493016
