Gene.symbol	t
ACO2	4.29229782338265
ACOD1	-1.31590131909912
ACOT1	2.74548407799509
ACOT11	1.34083333709198
ACOT13	-0.462651950882686
ACOT2	-2.38936338364664
ACOT4	-5.040072522855
ACOT6	2.19609100204943
ACOT7	-1.59726624608877
ACOT8	-0.158812755747607
ACOT9	-1.30419565268866
ACOX1	-1.47543022507307
ACOX2	-5.09820541445914
ACOX3	-2.19884659342694
ACP1	2.96978469225963
ACP2	0.436817896720942
ACP6	3.94789491987727
ACP7	-3.06354540066857
ACPP	0.42168390688361
ACPT	-0.212603231960669
ACR	-0.343299427952619
ACRBP	0.31393623502169
ACRC	1.41128924490806
ACSBG1	1.49128635084338
ACSBG2	4.67815052359388
ACSF2	1.20933232011737
ACSF3	-1.44576890456775
ACSL1	2.8397745199337
ACSL3	-1.92520493265244
ACSL4	1.23509292174589
ACSL5	-1.51907943658255
ACSL6	-0.607158668952107
ACSM3	2.71502035559557
ACSM5	-1.73119610229874
ACSM6	2.48131012354473
ACSS1	1.12429688929423
ACSS2	-0.21667463058156
ACSS3	-0.666513884357487
ACTA1	-0.483835333234731
ACTA2	1.20309315282559
ACTB	-5.77096346512467
ACTC1	-3.24957832435277
ACTG1	-5.5899060109294
ACTG1P4	-1.36758034079615
ACTG2	-3.18223861294586
ACTL10	-4.80707271174083
ACTL6A	-0.421847202692362
ACTL6B	-1.24253144859096
ACTL8	-3.11997203452768
ACTN1	-4.62057949618999
ACTN3	0.761108518211433
ACTN4	-2.34309698973868
ACTR10	0.177400441081838
ACTR1A	-3.56813531746934
ACTR1B	-0.919812463094724
ACTR2	-2.13083959449038
ACTR3	-3.00360315752407
ACTR3B	-0.0562449460767345
ACTR5	-1.49156427202077
ACTR6	2.22683668096816
ACTR8	-0.822027786180042
ACTRT1	3.62217142082876
ACTRT2	-0.167647696187971
ACTRT3	1.85871974832871
ACVR1	-0.0844688797685418
ACVR1B	1.87423827249078
ACVR1C	0.165150858603293
ACVR2A	0.956076093401305
ACY1	0.323001578071758
ACY3	-2.7218675133136
ACYP1	5.11311297131302
ACYP2	3.1586129098732
ADA	-2.72218517730837
ADAD1	0.15446485837469
ADAL	1.14362045615465
ADAM10	-0.465757056715841
ADAM11	5.64925382752054
ADAM12	-0.375186256376301
ADAM15	1.55618100294994
ADAM17	2.5900508351423
ADAM19	-0.830279213295409
ADAM2	-1.11234485361785
ADAM20P1	0.147439652534672
ADAM28	-12.8301915162304
ADAM29	1.75209459648633
ADAM30	3.08916430744593
ADAM32	0.136207226776253
ADAM33	-1.80161277069429
ADAM3A	0.958362541858596
ADAM6	-1.73594182103192
ADAM7	-0.0848666398501324
ADAM8	10.7735761173718
ADAM9	0.240464462575566
ADAMDEC1	-3.58319071539974
ADAMTS1	-2.0938425656362
ADAMTS10	-0.503330627788112
ADAMTS13	-1.15486701311059
ADAMTS14	1.22155718308593
ADAMTS15	0.589992437848462
ADAMTS16	7.40368509631752
ADAMTS17	2.39302255175123
ADAMTS18	-1.16156994006714
ADAMTS19	0.0803654873040262
ADAMTS2	1.83571234378939
ADAMTS20	-1.63678964129827
ADAMTS3	-6.71579580750159
ADAMTS4	-1.01585230689786
ADAMTS6	0.229184598237564
ADAMTS7	-1.76468346608628
ADAMTS8	-4.22163514923952
ADAMTSL1	-0.31659547060364
ADAMTSL2	-10.0943586271632
ADAMTSL3	2.44030802296556
ADAMTSL4	-0.857186898796281
ADAMTSL5	-1.85254038041076
ADAP1	-7.07478302302918
ADAP2	-5.91746338356297
ADAR	-0.24598517449518
ADARB1	-0.244382812809157
ADARB2	-1.99329970936515
ADAT1	-1.85163277369
ADAT2	0.0884500739843277
ADAT3	1.9135788098864
ADCK1	-3.97841726507487
ADCK2	3.56164224659528
ADCK5	-0.40956583462934
ADCY1	1.10760623204035
ADCY10	-1.15698506772284
ADCY10P1	6.00504377089396
ADCY2	-12.7681080446511
ADCY3	-7.56301036445032
ADCY4	-1.80087350833777
ADCY5	-2.28046455484307
ADCY7	-0.00197865404177826
ADCY9	-1.36143961781823
ADD1	-0.67754155713613
ADD2	0.022437880900164
ADD3	4.65569801600999
ADGB	2.74563741174692
ADGRA1	12.8583383446859
ADGRA3	-1.29720731927484
ADGRB1	-0.221469092451244
ADGRD1	2.23499586639223
ADGRE1	2.83809596755336
ADGRE4P	9.29637559042968
ADGRE5	-0.19528079321389
ADGRF1	-3.926446026818
ADGRF3	-1.98052480684399
ADGRF5	-0.917284860675274
ADGRG1	-2.56641062098512
ADGRG2	1.39766510125952
ADGRG3	0.775251449082405
ADGRG4	-0.356980377269026
ADGRG5	5.1901376035211
ADGRG6	1.35863825277555
ADGRG7	1.00076728598306
ADGRL1	0.508262109836502
ADGRL2	-0.855421674412844
ADGRL4	0.97413236238931
ADGRV1	2.01112878313939
ADH1A	-1.83779668294339
ADH4	2.65757997636218
ADH5	-1.1234172213777
ADH6	0.935732467169322
ADH7	-0.429446130451342
ADHFE1	3.54131609712868
ADI1	0.930609569773529
ADIPOQ	-0.045537135394233
ADIPOR1	4.33268729271526
ADIPOR2	1.97782094162317
ADIRF	1.04993025227935
ADK	1.00132101636065
ADM	-2.87106337881371
ADM5	0.895952518046785
ADNP	-1.97929658743844
ADNP2	-3.251650674695
ADO	-2.88254594438417
ADORA1	-3.24204693514071
ADORA2A	0.411288492028919
ADORA2B	-0.202299665833232
ADORA3	0.0836938166382082
ADPGK	0.838012242422243
ADPRH	-0.494317565339717
ADPRHL1	3.32276739596394
ADPRHL2	0.426950110078719
ADPRM	0.77134755042923
ADRA1A	-0.391960674223861
ADRA1B	-0.785392568976721
ADRA1D	-1.37267870354827
ADRA2A	-2.03242976208635
ADRA2B	-1.73440471703087
ADRB1	-4.8549177578272
ADRB2	2.21608652361562
ADRB3	0.36502856806702
ADRM1	-4.38549449412328
ADSL	-2.05533978655158
ADSS	0.409343458462912
ADSSL1	-1.11270413812641
AEBP1	-7.40158799168262
AEBP2	-3.88758426907106
AEN	-2.88150739693127
AES	-2.12496481506408
AFAP1	-1.61327884620024
AFAP1-AS1	0.637916344907326
AFAP1L1	0.321240445150561
AFAP1L2	-0.717866947335476
AFF1	-1.19699748791955
AFF3	1.80773293392924
AFF4	-0.755153569732937
AFG3L1P	-0.346589202575414
AFG3L2	-1.76897524435394
AFMID	0.981611574150165
AFP	0.425756259637262
AFTPH	5.11098532467295
AGA	1.36876437828322
AGAP1	-0.0699403428330018
AGAP11	-1.56312290976647
AGAP2	-0.554077807849026
AGAP2-AS1	1.33361080044225
AGAP3	-1.44970485039178
AGAP4	-1.91663281346282
AGAP6	0.929018261591596
AGAP9	-5.21933169766645
AGBL1	6.95160740946905
AGBL2	-1.11099983776099
AGBL4	0.609523161673059
AGBL5	0.431806911130765
AGER	2.06552697052869
AGFG1	-2.98691186839742
AGFG2	0.674414912143768
AGGF1	4.78506220711084
AGK	0.79940246488837
AGL	-1.07561923090012
AGMAT	11.4294017614006
AGMO	0.407388025067834
AGO1	-1.20170735480424
AGO2	-6.89309630141213
AGO3	0.456108190385179
AGO4	2.22981532757141
AGPAT1	1.18158386265524
AGPAT2	1.43704190029009
AGPAT3	-0.454389988309981
AGPAT4-IT1	-1.1948811595834
AGPAT5	-2.49098597425599
AGPS	-1.86931165232009
AGR2	-3.88882022133542
AGR3	-2.25402588211473
AGRN	-2.40575728296242
AGRP	-7.55346564754168
AGT	-2.72075826429804
AGTPBP1	0.404538533310523
AGTR1	0.438437544159327
AGTR2	0.770836614981345
AGTRAP	-0.138461655355348
AGXT	0.565197206150609
AHCTF1	-1.85221067382118
AHCY	-0.274801855685402
AHCYL1	1.24489193925241
AHCYL2	1.5323743261404
AHDC1	0.545083840641801
AHI1	-0.198821955558746
AHNAK	3.00150797192054
AHNAK2	-1.90227105459628
AHR	-0.45080932480157
AHRR	1.06477307760724
AHSA1	-1.19402097215557
AHSA2	2.34457623374601
AHSG	-2.40111646879499
AHSP	-0.193756646722927
AICDA	-1.19837956610363
AIDA	-0.714687208331701
AIF1	-0.528079264936589
AIF1L	-2.91761230637639
AIFM1	0.00811174492506139
AIFM2	-8.30546059936532
AIFM3	0.833957981798361
AIG1	0.239448695010747
AIM1	2.67587482399734
AIM1L	0.639850290742601
AIM2	-0.377285546640698
AIMP2	-9.8958529615173
AIP	5.04412468375732
AIPL1	-4.49409743355888
AIRE	1.12061508949506
AJAP1	-0.992293499594635
AJUBA	-4.32781067139419
AK1	-5.83780833400618
AK2	-5.86427796797983
AK3	3.76816983401628
AK4	-4.18125935997726
AK5	0.702685480747869
AK6	-1.06396098168936
AK8	-1.63128114410513
AK9	-0.787095413144789
AKAIN1	0.191733929614817
AKAP1	-2.75977061063711
AKAP10	2.01005319097388
AKAP11	-1.09488259856545
AKAP12	-2.43342309970358
AKAP13	1.30842539229317
AKAP14	2.10518925777158
AKAP17A	-1.23939136112532
AKAP2	-0.189264721259908
AKAP3	1.06590533318897
AKAP4	-0.963185949136012
AKAP7	-0.715611854612996
AKAP8	0.166680509501862
AKAP8L	1.51826020055122
AKIP1	-0.24936123953506
AKIRIN1	-4.20680291838519
AKIRIN2	-0.554745360341088
AKNA	-1.69617947648348
AKNAD1	-0.318592598469719
AKR1A1	1.52634101709789
AKR1B1	-0.425992572760145
AKR1B10	-0.64103802181515
AKR1B15	-0.717439254643607
AKR1C2	18.4701519028369
AKR1C4	0.833083375440864
AKR1C6P	3.75262002380021
AKR1D1	0.588700958153914
AKR7A2	2.70044831523342
AKR7A2P1	0.281782543770627
AKR7A3	-0.439119037139512
AKT1	-3.01186284272504
AKT1S1	-0.138018938072997
AKT2	0.223868390083105
AKT3	0.943496258169501
AKTIP	0.2313694390338
ALAD	1.53652911188082
ALAS1	-0.337966026563915
ALAS2	1.55882362306009
ALB	0.969871577175463
ALCAM	4.50546993168338
ALDH16A1	0.716883853118348
ALDH18A1	-2.20276164966385
ALDH1A1	5.30152250700107
ALDH1A2	0.277410450501858
ALDH1A3	-7.45855074490765
ALDH1B1	-1.28201633733118
ALDH1L1	-2.97225375225586
ALDH1L2	1.06502357937196
ALDH2	3.46094627578862
ALDH3A1	9.27021695988426
ALDH3A2	3.77184187481007
ALDH3B1	0.0700562617126681
ALDH3B2	-1.80950666952105
ALDH4A1	1.49788413515571
ALDH5A1	1.5626377807712
ALDH6A1	4.48096383296896
ALDH7A1	1.90527051732492
ALDH8A1	2.13527040730914
ALDH9A1	2.22339279780861
ALDOA	-1.31717880626746
ALDOB	6.00967403233662
ALDOC	-0.19238644370535
ALG1	1.46348725091007
ALG10	0.98091420209149
ALG10B	0.705685423540867
ALG11	-1.72315395882871
ALG12	1.4679378467239
ALG13	-2.56857415950421
ALG14	-1.38526587033809
ALG1L	-2.11993578248829
ALG2	-1.00506893898987
ALG3	-2.9424744345682
ALG5	-1.26870329828666
ALG6	-2.57410137371088
ALG8	-1.57538673743499
ALG9	0.31739059164091
ALK	-3.20186624158187
ALKBH1	-0.454930298915412
ALKBH2	-0.00623219735786557
ALKBH4	1.31868045278342
ALKBH5	-2.70639847083268
ALKBH6	1.35902324945177
ALKBH7	1.49663253682691
ALKBH8	-2.74046451168827
ALLC	-0.596556434529781
ALMS1	-1.63698110187498
ALMS1P1	-0.324609963668479
ALOX15	2.09873940895665
ALOX15B	0.16562159092471
ALOX5	-0.259960271748362
ALOXE3	0.423207024164602
ALPI	1.96518788716074
ALPK1	5.34897365775351
ALPL	9.66662295306736
ALPP	1.10442574869477
ALPPL2	-1.24390225036408
ALS2	1.5322672335195
ALS2CL	0.358717706149397
ALS2CR12	-3.25649256858539
ALX1	5.62076096429288
ALX3	6.0137845767692
ALYREF	-0.764758600617096
AMACR	4.37464722217821
AMBN	0.711276710484042
AMBP	-1.22757016213636
AMBRA1	1.84400831134577
AMD1	-7.17163116519268
AMDHD1	-0.0744043270309993
AMDHD2	0.90679948794834
AMELX	0.357598345279871
AMELY	-6.31130588218449
AMER1	-0.198460900843437
AMER2	-0.145375071197761
AMER3	-1.29275033092631
AMFR	-0.833045115167282
AMIGO1	1.32838387766175
AMIGO2	0.165409572371552
AMIGO3	-3.57988255268032
AMMECR1	-3.29906454924714
AMMECR1L	-1.92268843764486
AMN	-0.0154722763921662
AMOT	-1.0790234919874
AMOTL1	-0.985666099335895
AMOTL2	2.36933907918564
AMPD3	0.368220412168785
AMPH	0.615066045218363
AMT	1.63166901818434
AMTN	0.493835511135199
AMY1A	-4.305971175305
AMY1B	-2.04431713883689
AMY1C	-7.33856001127783
AMY2A	7.13232640769332
AMY2B	1.45416940010281
AMZ1	-1.04230045203769
AMZ2	1.37904337926204
ANAPC1	2.09985419001047
ANAPC10	0.577960175403902
ANAPC11	-1.90599813827512
ANAPC13	-0.196013039007833
ANAPC15	1.05821488745248
ANAPC16	-2.47809054154442
ANAPC2	-0.116504432637927
ANAPC4	-0.585957837318357
ANAPC5	-0.585695030607731
ANAPC7	-3.66166805367098
ANG	8.09326997057678
ANGEL1	1.53513392824361
ANGEL2	1.3912758698082
ANGPT1	-0.983092929441013
ANGPT2	2.49267124070113
ANGPTL3	-0.0118542249132738
ANGPTL4	-0.0125614431312073
ANGPTL5	0.780593174991919
ANGPTL8	1.02365269885939
ANK1	7.49058510077111
ANK2	6.41333362579517
ANK3	2.48553240919604
ANKAR	3.09283410604883
ANKDD1A	-0.612314427988534
ANKEF1	0.789391087737999
ANKFY1	0.189842619631522
ANKHD1	0.179850906162043
ANKHD1-EIF4EBP3	2.3068873343433
ANKIB1	0.92425030335842
ANKK1	1.38545260279153
ANKLE1	0.407781309578936
ANKLE2	-1.3600637409134
ANKMY1	-0.273327990481413
ANKMY2	-1.29830647111651
ANKRA2	12.4134547065505
ANKRD1	1.16112701825142
ANKRD10	5.52046001880503
ANKRD11	0.144247343830917
ANKRD12	4.75794681781281
ANKRD13A	1.11241288030312
ANKRD13B	0.0802763336486266
ANKRD13C	0.735802678681959
ANKRD13D	0.437896842646004
ANKRD16	-2.198936981948
ANKRD17	0.218806621782985
ANKRD18A	-0.592888425668806
ANKRD18DP	-1.90707536190911
ANKRD2	-8.92051727078452
ANKRD20A1	0.461668925659285
ANKRD20A3	-1.41071041430686
ANKRD20A4	2.72272374965558
ANKRD20A8P	-0.173127981726894
ANKRD22	1.32198757929393
ANKRD23	0.799098221019785
ANKRD24	-1.78339081603406
ANKRD26	-1.44587849712318
ANKRD27	1.15404599449418
ANKRD28	0.748435052662328
ANKRD29	-2.7259763603074
ANKRD30A	1.87628540519282
ANKRD30BL	3.25120372267923
ANKRD31	-0.194633741704788
ANKRD33	2.54388384298714
ANKRD33B	-2.84456496892329
ANKRD34A	0.160544753580001
ANKRD34C	0.438246664537502
ANKRD35	2.18281997657832
ANKRD36B	-0.408723910940176
ANKRD36BP1	-0.202348770057296
ANKRD37	6.10949185723799
ANKRD39	-1.87502787933065
ANKRD40	-2.09666985146092
ANKRD44	0.231827327088751
ANKRD45	-0.338330212514164
ANKRD46	2.27993713101312
ANKRD49	4.19780358561925
ANKRD50	0.337406020632689
ANKRD52	-1.40133960733097
ANKRD53	-0.342469259314689
ANKRD54	-0.533337712022991
ANKRD6	-2.17458847484594
ANKRD9	0.684493071545977
ANKS1A	0.339779715938553
ANKS1B	-0.671919441262477
ANKS3	2.09571803373653
ANKS6	-7.71177513019065
ANKZF1	2.52826292098162
ANLN	1.37309774614648
ANO1	-1.5003065137348
ANO10	-0.040311028688533
ANO6	2.25670492150437
ANO7	-0.162687648835902
ANO8	-2.17894769799232
ANO9	2.07771031933726
ANOS1	-4.11014445089449
ANP32A	-1.85595170736238
ANP32AP1	-3.63406041323071
ANP32B	-0.800193939043738
ANP32C	-2.39887633869374
ANP32D	4.68017017426322
ANP32E	2.89924367091702
ANPEP	-0.989328986360281
ANTXR1	-0.0290920188165315
ANTXR2	-0.307827591738192
ANXA1	-0.95008172518435
ANXA10	0.151690648771987
ANXA11	-3.11565418952539
ANXA13	-2.16591350730019
ANXA2	-1.63202681339059
ANXA2P1	-0.230093101074861
ANXA2P2	0.11763076260977
ANXA2P3	0.532925707331085
ANXA2R	6.02818311335938
ANXA3	-2.22723605208104
ANXA4	-0.874809647076409
ANXA5	2.56222789046839
ANXA6	-0.259019170433273
ANXA7	0.441444088028895
ANXA8	3.66505793317957
ANXA8L1	-0.13090163859656
ANXA9	0.0728618925796146
AOAH	-1.1253655160736
AOC1	0.479152449318715
AOC2	1.20631955613649
AOC3	3.45166530247628
AOC4P	1.98693163691625
AP1AR	0.924327670935717
AP1B1	-1.6125070181843
AP1G1	0.299204369948948
AP1G2	1.07394160057111
AP1M1	-1.34584436005525
AP1M2	0.669771349192998
AP1S1	0.783580913741666
AP1S2	2.61353356089683
AP2A1	0.570291131428711
AP2A2	-1.29704249969634
AP2B1	1.61227400314598
AP2M1	0.00858215536647622
AP2S1	-0.534058029670827
AP3B1	3.21506619872548
AP3D1	-1.3076237484486
AP3M1	-1.48287677482924
AP3M2	-1.30332584343653
AP3S1	0.62997361019675
AP3S2	-2.01867773392079
AP4B1	0.518606110681517
AP4E1	-5.52361528037229
AP4M1	-0.853051999260933
AP4S1	-1.04490272513557
AP5B1	-0.485665860023752
AP5M1	2.24922040517792
AP5S1	-0.168702086639551
AP5Z1	0.735600948965151
APAF1	1.80315993061869
APBA2	-3.17723075925955
APBA3	-1.06226019929246
APBB1IP	0.49899306963049
APBB2	-2.99547404241374
APBB3	2.21093777807233
APC	5.82166812183317
APC2	-0.6639870130954
APCDD1	-1.22880881970738
APCDD1L	0.674451272026564
APCS	0.373359267663739
APEH	-0.696329370005512
APEX1	0.97506623312187
APEX2	-3.10895629720907
APH1A	2.88554829959133
APH1B	0.883108801744106
API5	0.161773850719751
APIP	0.547827367518652
APITD1	1.29065705143505
APLF	0.078572972876811
APLN	0.889851393768662
APLNR	-0.376836961657239
APLP1	-0.277816689624077
APLP2	2.51359444207433
APMAP	2.2215071612513
APOA4	-3.00631167735926
APOA5	1.35835636446869
APOBEC3A	-1.70651383953049
APOBEC3B	1.25454545472084
APOBEC3C	1.88555494805796
APOBEC3D	1.98188629699191
APOBEC3F	-1.87741567184919
APOBEC3G	-0.406538315146898
APOBEC3H	-5.5610264739098
APOBR	3.72174142381857
APOC1	-0.58298632629335
APOC2	0.495446764068513
APOC4	0.0540229851936058
APOE	4.25783123576145
APOL2	1.08625342009121
APOL3	2.01793375842647
APOL4	-4.09022192440244
APOL6	-1.01253117004278
APOLD1	7.37205410927583
APOM	1.54533479546114
APOO	-0.899873248360474
APOOL	0.00358603862919672
APOPT1	1.86543362337037
APP	1.18672433058556
APPBP2	2.75204031528511
APPL1	-0.373867210762356
APPL2	6.23098005620083
APRT	-0.111214739777912
APTX	-2.04329357879384
AQP1	1.81385768076891
AQP11	-0.215030865903072
AQP12A	-0.902231993297741
AQP12B	-2.60213454572198
AQP2	0.417496573084549
AQP3	-3.30015650648209
AQP7P1	-0.316945668859174
AQP8	2.00395029754325
AQR	1.27764180338045
AR	-1.35994861989974
ARAF	-0.419383226247613
ARAP1	4.1492120969166
ARAP2	-0.716806688376542
ARAP3	2.38841644073004
ARC	-0.44251364945839
ARCN1	-1.43521064804841
ARF1	-0.199689609309236
ARF3	-0.344452337951513
ARF4	-1.29168591001003
ARF5	1.21391114417859
ARF6	-1.21666387228732
ARFGAP1	-0.110530357314507
ARFGAP2	-0.957784907387337
ARFGAP3	-1.11646835190085
ARFGEF1	0.724235550475383
ARFGEF2	1.71227609132356
ARFGEF3	0.796873455206178
ARFIP1	1.1034727021023
ARFIP2	1.5392583736837
ARFRP1	-1.72496771991774
ARG1	-0.0234425344712471
ARG2	1.93727407229177
ARGFXP2	0.76444935878904
ARGLU1	0.0494545525625305
ARHGAP1	0.468239931247934
ARHGAP10	0.919629737549408
ARHGAP11A	-5.08389198355037
ARHGAP11B	-1.93180240781019
ARHGAP12	2.10497809461653
ARHGAP15	2.02241187711382
ARHGAP17	-1.31707034696764
ARHGAP18	0.0337267994407761
ARHGAP19	0.159655165631326
ARHGAP20	2.12159357872119
ARHGAP21	-4.35379054783041
ARHGAP24	1.87128579026052
ARHGAP25	-0.127423314150943
ARHGAP26	-0.270264648387895
ARHGAP27	-2.29744195774606
ARHGAP28	0.335615648331977
ARHGAP30	0.203840733784859
ARHGAP32	1.05805468762699
ARHGAP33	-1.4669633608281
ARHGAP35	-0.0169874987696062
ARHGAP39	-1.75366567552861
ARHGAP4	0.476619803378898
ARHGAP40	0.0535507687945184
ARHGAP42	-1.7063208825433
ARHGAP44	-0.916466342478592
ARHGAP45	-0.13234839728885
ARHGAP5	-1.75230627460535
ARHGAP6	0.27455894093126
ARHGAP8	-0.0169845993639655
ARHGAP9	3.46585996026558
ARHGDIA	-8.38328790591496
ARHGDIB	-3.55995193348711
ARHGDIG	-0.644865225475927
ARHGEF1	0.832273602292642
ARHGEF10	5.46305240268687
ARHGEF10L	0.165852836708668
ARHGEF11	0.758404151565388
ARHGEF12	-1.96223895269634
ARHGEF15	9.26840139479094
ARHGEF16	-8.86715830213131
ARHGEF17	4.2407069986154
ARHGEF18	0.290650680830618
ARHGEF19	-0.351207549553716
ARHGEF2	-1.96051219988556
ARHGEF25	-0.388804162078036
ARHGEF26	1.50919249129399
ARHGEF3	3.81172218760202
ARHGEF3-AS1	-3.26780971111727
ARHGEF35	0.162550396408
ARHGEF37	3.3958449036315
ARHGEF38	1.07508834490503
ARHGEF39	-0.964706244888621
ARHGEF4	-11.5726966030468
ARHGEF40	0.405636454913589
ARHGEF5	0.544258827997054
ARHGEF6	2.59719515488525
ARHGEF7	0.895245788114507
ARHGEF9	0.284503097477059
ARID1A	-0.903600444703881
ARID1B	-1.56735549835596
ARID2	0.962358080983468
ARID3A	1.97221525435209
ARID3B	-1.30057581164721
ARID3C	0.183377058624603
ARID4A	3.93021352305129
ARID4B	2.17490826702549
ARID5A	1.10852453009604
ARID5B	1.41957937485674
ARIH1	-2.51320756398702
ARIH2	0.815540801962428
ARIH2OS	5.32125905690741
ARL1	1.40172592775205
ARL10	3.30505998097704
ARL11	1.11174417215695
ARL13A	0.62747201298052
ARL13B	-0.824202028600734
ARL14	1.69873449368155
ARL14EP	0.929747701549137
ARL14EPL	-8.62619578683483
ARL15	0.129920679366891
ARL16	0.488682547888577
ARL17A	-0.21535597574847
ARL17B	-0.515606251903085
ARL2	-2.75076026102383
ARL2BP	-2.622075425252
ARL3	-0.00012817834532056
ARL4A	0.525840026322189
ARL4C	-0.471721895143297
ARL4D	-0.698755126922791
ARL5A	-3.11823416534041
ARL5B	-0.879300057113834
ARL6	-1.42408460455088
ARL6IP1	2.16729065143428
ARL6IP4	0.788855449963768
ARL6IP5	1.76316705570981
ARL6IP6	8.05568258103883
ARL8A	1.15047934239001
ARL8B	3.62979059239341
ARL9	-0.21742621140832
ARMC1	1.98897033860479
ARMC10	-0.8984969986717
ARMC12	-0.0226369490195174
ARMC2	-2.05408133547761
ARMC5	1.22564091329219
ARMC6	-3.44712992200759
ARMC7	1.12601524255245
ARMC8	-1.30479464853041
ARMC9	-0.84991116090918
ARMCX1	0.971859214269893
ARMCX2	-0.240855686377118
ARMCX3	2.26366689904062
ARMCX4	-0.313221570773433
ARMCX5	-0.702698975271943
ARMCX6	0.386808033022641
ARMS2	-0.176962653415212
ARMT1	0.143925159158268
ARNT	2.01177928760945
ARNT2	-3.56528777434245
ARNTL	1.07030851119122
ARNTL2	-0.041464289341139
ARPC1A	-1.51815543503416
ARPC1B	-2.03740730627858
ARPC2	-0.82433677767758
ARPC3	0.797760130701562
ARPC4	-0.934374324333974
ARPC5	0.936950867189158
ARPC5L	-4.32098018301342
ARPIN	-10.6782110195404
ARPP19	-0.389138940329525
ARPP21	-1.16112332083192
ARRB1	-1.96189534915345
ARRB2	2.72828622848508
ARRDC1	-1.62998244459406
ARRDC2	-1.25722430817463
ARRDC3	1.35137351586868
ARRDC3-AS1	0.962689064799584
