Genes	PATU8902_6h
CHERP	0.0430340059540644
POLRMT	0.329972582741827
MTHFD1L	-0.157129923368591
ATF2	-0.131254754096906
SLC12A8	0.383699707436113
ZNF260	-0.0913205722726378
KLK8	0.342426423946873
KDM5B	-0.0410243278072357
BMPR2	-0.0789178110662592
TP53	-0.00294494440757731
GARS	-0.114203977712112
CENPM	0.225208525089484
ZNF292	-0.108411563482259
EMC9	0.215118183068795
TMEM131	-0.0424220598025222
ACD	0.225566769900097
VPS26A	-0.102270889206364
TRNP1	-0.0980789819327677
TTC39B	0.140082045473277
CTGF	0.00608875091658945
PJA2	-0.195535806559982
ARHGAP10	0.0526762757423818
DALRD3	0.196637264134639
MFGE8	0.310145374346629
GCSHP3	-0.268067935033997
PIK3CA	-0.0664857010168047
GPR137	0.17429681713207
FXN	0.312975332475851
RNF219	-0.15461925876911
PNPLA8	-0.0444283065857878
CLASRP	-0.00107981102930399
EEPD1	0.182555135080838
PITX1	0.269493133198943
PHF3	-0.110145641227637
SNAI2	0.195930826539998
TNNC1	0.461829621014018
CDT1	0.220731332821002
UVRAG	-0.0203191379904579
BOD1L1	-0.117105071882809
B3GNT5	-0.100781886073409
ARL14	0.364599712752175
SOX9	0.251803231684752
LINC01604	0.0895338511909838
GLRX	-0.0332263755228634
DBN1	0.118905136431329
ETNK2	0.203225968910224
MICB	-0.158373792376703
ELOF1	0.13436896804476
ZMIZ2	0.265939341754448
RHEBL1	-0.163353767785402
CD46	-0.0569251195301819
VHL	-0.0452004467132561
ORAI1	0.26931503421538
ABCD1	0.30829173835345
UPF3A	-0.0324976932187795
DENND6A	-0.11891104434117
RNF126	0.124329923830801
ZFYVE16	-0.0606601956555455
CCDC88A	-0.0140894869690023
GTPBP3	0.308427741728508
LOC100133985	0.586118026172649
ZNF140	-0.141157366666815
THBS3	0.409321916382444
MCOLN3	0.0583465116033772
PEG10	-0.0649503380662573
MED22	0.202369430148538
PFAS	0.140711892458119
ZC3H3	0.149832425496727
TOR3A	0.126699498880059
CLUH	0.275642788258037
PRPF38B	0.0854216304406288
FNIP1	-0.0921252793110625
ZNF654	-0.0983510503462726
ZUFSP	-0.056644871710386
POLR3D	0.148492787708078
EXD3	0.543232963074054
ZNF429	-0.0678268568724798
ACACA	0.0754970805290442
AKAP12	0.142985728136826
RAD17	-0.0575158661442341
FAM220A	0.0350854354046373
CHKA	0.0524589265608961
MAP3K14	0.311296222773772
ARHGDIB	-0.361887325133024
SLC25A22	0.265899752846633
DNAJC1	0.0455372332217472
CXXC1	0.215698199545512
BLOC1S1	0.262860698318073
INSIG2	-0.184910353312135
ATM	-0.0640104503901382
DNAJC13	-0.0996126994082438
ATAD3B	0.415835534213846
LPCAT1	0.0714833351833644
ZNF277	-0.253881058868077
RNF19B	-0.0420118403638448
COPG2	0.178648368009005
ITSN1	-0.0285520451245569
UPF3B	-0.210120419631204
CCNE2	-0.0983867421297262
MYL5	0.14202707229862
LINC00941	0.0109752284981921
TCAF1	-0.174798334424199
BMP2K	0.0462455283018817
HERC5	-0.0871884252815089
KCTD17	0.338988429047439
EHD1	0.270690852450667
AFMID	0.213347040631353
C2orf54	0.341992123836903
HOXB-AS3	0.96854176918219
PES1	0.122101741145008
LOC101928402	-0.612740966909555
TMEM56-RWDD3	0.435241454465713
RBM41	0.0350238130229639
TMEM170B	-0.017122885326049
ZFP91	-0.129429024698895
LGALSL	-0.113890985441226
TROVE2	-0.0631120022232983
RHBDD2	0.181592571371472
BCS1L	0.177866275859701
TAF6L	0.0474778771857918
ST7	-0.0259916331332661
CEP57	-0.112479870056374
CIR1	-0.259743074325198
DHRS4	0.448620980752204
ANKRD12	-0.0602123109178758
BOK	0.217547785101117
MEF2BNB-MEF2B	0.247139769666229
GCNT2	-0.0830849059080387
CCDC77	0.0359308395307449
URB1-AS1	-0.2485079396106
TMEM223	0.160137213130533
ROCK2	-0.101933630220147
DMXL1	0.0397038886989791
TMEM208	0.0947275600525925
TBC1D17	0.0990999676685318
LINC00665	0.144791611220349
CD276	0.238171523144612
NDUFB3	0.00215747654551723
PDE8A	0.131022820108204
CHID1	0.19441311111935
ESCO1	-0.15575787862775
MARS	-0.0215337175858039
SNX13	-0.0947346608970108
ABR	0.137278019599741
PHOSPHO2	-0.0137474162353755
TFPI	-0.107482931735813
LLGL1	0.228836650404946
IGF2BP2	-0.056136788955623
SLC17A5	-0.0796856307069893
UBR2	-0.0450625782153775
SGTA	0.110191729969786
TUBB6	0.0906707879750748
CPEB2	-0.0568154525310947
MTERF2	-0.104829281146544
CCSER2	-0.0668411988563102
ANTXR2	0.15282339184141
TRMT1	0.188750690585686
FAM102B	-0.0767965526306282
OSMR	-0.0725575957251312
NIPAL2	0.0761899790280256
CHD9	0.00362902453435776
BIRC6	-0.0351155616415948
FAM195A	0.393724028709686
ZNF37A	-0.0939193197672861
ATP6V1H	-0.101230996966962
PTCD1	1.83697386864882
CCNH	-0.0597576042960313
MOSPD2	0.0511251514496442
RABEP1	-0.0346654893092158
MGEA5	-0.149487674819247
ATP11C	-0.121969939647808
RICTOR	-0.153978945130705
CUL5	-0.101089856994226
BYSL	0.0915845357228129
ANKRD50	-0.041014878039177
CD24	0.038458623313832
IBTK	-0.0999911587982538
TSEN54	0.267264382354614
RECQL4	0.284999133461132
ERCC-00165	0.524921472481033
TACSTD2	0.376584207740487
MIR1282	7.01892660303501
C4orf27	-0.119753937441496
CARS2	0.135791246363204
RALA	-0.0969710100189305
FGFRL1	0.143794034427829
SYCP2	0.0192809533278924
KLC2	0.126012693456344
UTAT33	0.178598733344508
PRPF31	0.0653483096770984
GSK3B	-0.112335253753042
AKT1	0.0917390673759355
VPS8	0.0740174111497334
SLC1A5	0.114713120912858
EFNB2	-0.0955388773056165
TBPL1	-0.169369360407886
PIK3C2A	-0.115956923869196
SLC25A23	0.0329843416307485
SMG1	0.0409085070561908
ZNF714	-0.0714772490496101
SDC3	0.154535408803341
PILRB	-0.558741587077332
MAPK6	-0.145406436508204
ABCA3	0.264084535443696
CTSB	-0.0138372121533852
ASH1L	-0.0491869962875828
ZNF506	0.1148051191691
KLHDC4	0.125837162819012
MKLN1	-0.131078191735538
OAF	0.25345940956355
ARL5B	-0.193726541847512
TMEM70	-0.105512344256432
TIMM10B	-0.156429507073069
RIN1	0.102288634414343
RAB29	-0.0585684368872155
ADGRE5	0.207357908586522
SAMD12-AS1	-0.027355772660689
PIGB	0.0207922914921252
MRPL2	0.0869230317870482
CLCN3	-0.0561693953922067
EHBP1	0.0108374415261068
RRP7A	0.170039537868346
MBNL2	-0.235071230294434
PRR13	-0.0210865524192831
SDHA	-0.0451521873226479
NF1	-0.0592016991661479
SHB	0.10935641431635
RAVER1	-0.0163015527762553
SRM	0.199357878187192
ATP6V1F	0.140869598987005
TUBB3	0.141851136208847
CASC5	-0.135711839083504
CDK7	-0.147964676466045
USP32	-0.041374813026529
RAB5A	-0.109475291843741
MYADM	0.0323167442531265
STAG2	-0.174730713031094
CCDC85B	0.290829186801503
PACSIN3	0.161219593658853
PLEKHA1	0.016499771811799
HNRNPA1P33	0.249075112273294
CDK14	0.0949724464508517
VPS72	0.020626387188023
AARSD1	0.0275299525003341
DKK1	0.367854574617577
TH	0.34231631052186
NSUN6	0.0377696392731002
KIF20B	-0.1050592664288
FRS2	-0.116895393216403
CDC42BPA	-0.0750133038642797
ACTR6	-0.233071738467464
ZNF829	-0.0415269707345249
CD320	0.327918597961651
ZNF114	0.0524907190337993
MID1IP1	-0.0223702621638013
ELMO3	0.307320170670333
CIRBP	-0.0782930472743688
EFNA3	0.299107397964162
KPNA5	-0.0307255094536218
RRP12	0.166964828661704
ITM2C	0.0917330801034675
LOC100507002	0.386759815794188
RBM17	0.0145986881554183
KLF7	0.0522608123196278
FER	-0.0729932210133999
SENP3	0.0540153836018531
N4BP2L2	-0.14387640447877
AAAS	0.141678952994774
LIG4	-0.0590743744266611
ZNF85	-0.12571853121082
ZBTB33	-0.129280084327037
CYB561D2	0.244539691526112
HIST1H2BC	0.73162593433962
DYRK2	-0.0352744254818034
SS18L2	-0.0351626066124711
MFSD1	0.0158452420809976
LAMTOR3	-0.0992692361831158
CYSTM1	0.189967376587456
LMO7-AS1	0.26118394314573
SNX9	0.0277421417251871
TSNARE1	0.0142446605246143
ANKRD26	0.0149209376497748
RFX7	-0.00184031661457951
NAPEPLD	0.185004710111979
ARHGEF28	-0.0471604631104041
KBTBD2	-0.0903505464596517
ARHGAP21	-0.0563935721034774
ZNF141	-0.00500904438099248
GTF3C5	0.151453588273146
MFAP3	-0.100306717960095
TIGD2	-0.0311954632200555
FASTKD1	0.0266219626845619
PLA2G16	0.144470632688463
CCDC186	-0.0516920819021971
MAN2A2	0.140553304456323
CDKL3	0.322207976163864
MAP3K2	-0.09530798134886
CD3EAP	0.198257495758322
KIAA0754	0.0202148136209619
LIMK1	0.133818646951696
TRAPPC1	0.145626825489836
LRP6	-0.0837455845306025
LOC341056	0.263241278605723
LOC100288778	0.357547901540711
SORBS3	0.195670720793415
GGNBP2	-0.105451722940444
DYNLRB1	0.048332259937915
SBF1	0.283442234227401
EXOC6	-0.0449833475662862
ZBED5	-0.110756792042865
ATAD5	-0.0768564244136294
ZNF765	-0.0514507217952569
TTC3	-0.0638451233818591
TPP1	0.014036439135678
TOP2B	-0.11931646274993
ZNF638	-0.107726299838617
SERPINB9	-0.0247347610200048
ZNF593	0.189064661163147
MCEE	-0.140299874054805
INTS7	-0.00338391889120171
DTNB	-0.036160620134746
SARS2	0.19243774502486
ACOT8	0.0480970914666594
RNF103	-0.0178357233859812
HSPH1	-0.149796102310073
ATP2B1	-0.103150851715672
LINC01560	0.334618595339324
EED	0.0489988597973889
SPRN	0.316901856735156
FNTB	0.513979057756673
CASK	0.013349079614307
SACS	-0.0320999549098433
EPT1	0.0125547665027916
GCLC	-0.135794043572666
TM4SF1	-0.111455426291208
C5orf28	-0.0376863466025519
RIF1	-0.0801963290648686
ALG11	-0.1186826179717
SRSF7	0.213447067796392
KIF18A	-0.113060068055296
RPL41	0.282840241291462
BOLA1	0.166680480241544
ZBTB48	-0.0301550460082249
ALKBH2	0.0240682527561518
SLC7A5	0.0761072231863835
SECISBP2L	-0.112171528574972
WDFY2	0.0374272699892932
BCL7B	0.0972607545815727
MDN1	0.0976815869393715
TNIP2	0.169701840137178
DPP7	0.244730032372976
SWT1	0.168431313956248
ERLIN2	-0.00163718493080101
BDP1	-0.122914630469377
TM2D3	-0.0653690069925785
HIST1H2AD	0.522843938009888
LIFR	0.0702319361437751
NIPA1	-0.126734332907566
PCNXL4	-0.134737834259495
SH3KBP1	-0.112945147677152
MYO9A	0.0834070418509509
EP300	0.14099236961843
DHX36	-0.0843230943613253
C5orf51	-0.176391395629659
MTA1	0.0640571754623638
CWC27	-0.122251346328706
ERCC2	0.191606837746761
SCRIB	0.240974183972855
NPAT	-0.137360108314327
AKT2	0.132196176389848
PGLS	0.310811291443748
MRTO4	0.14509712127117
EPS15L1	0.00711221116417704
TMEM135	0.0238069337502531
STAG3L5P-PVRIG2P-PILRB	0.298002491896592
SQRDL	0.15323096928715
TOPORS	-0.147548347826033
NHLRC3	0.125630296119927
CEP350	-0.0408778026944701
JUND	-0.0433119472254999
HES1	0.416024263284061
COPB1	-0.0930586086091694
TANGO2	0.159045570997755
GRAMD3	0.0348809876366598
SLC25A30	-0.104564801243371
MZT2B	0.370919052432025
STXBP2	0.255897923015899
PLEKHG4	0.332985529345277
SLC39A8	-0.0867028702517487
IVD	0.0357119929686531
NCKIPSD	0.171807365014759
GTF2H1	0.00732279447676554
ARL6IP1	-0.0793168036930716
ELP4	-0.128707005329795
NAPA-AS1	0.0493010206577349
SCAMP4	0.142208879424611
C11orf84	0.122860392160566
PNRC1	-0.144769722240619
UBE2L6	0.220955847791351
OTUD5	0.0250813707601942
ERCC-00051	0.346561157076155
CENPF	-0.120422471626853
SNAPC4	0.383264700289284
IREB2	-0.0494410598841295
ATRX	-0.131152608154674
DNAJC2	-0.0251203755683216
GAS6-AS2	0.139762647288167
PLOD3	0.1230832346458
RNF38	-0.0962102500465658
ESCO2	-0.107051718567249
FLNC	0.213566392373789
HSPG2	0.375159412160294
ABHD14A	0.222025860197278
PAK1IP1	0.00025283583860336
ATG2B	0.00935147793481006
CDCA7L	-0.0583843858762103
MED13	-0.09856739848248
PPP6R1	0.0843478298938667
MGA	-0.0627466422312626
CTDSP1	0.124347765327145
FAM201A	-0.103483436642317
ALS2	-0.0538833999401307
LAS1L	0.0251313691800403
SUV39H1	0.0775151553881441
ADM	0.145313859306897
CUL4B	-0.106905280018284
USP9X	-0.0557165998050095
ACLY	0.0457534757129654
STAG1	-0.13716673271426
ATG101	0.232619820126208
TMX3	-0.120378023021544
TMEM184C	-0.0995714869401416
USP37	0.0274934100132214
GATM	-0.11914202920118
PTTG2	-0.0713869817314774
ZNF43	-0.0754539367135676
ASPM	-0.154353117933635
TP53INP1	-0.356482527544937
THOP1	0.0770593483708328
TBC1D23	-0.111569678143411
MROH6	0.375369267054648
TATDN1	-0.0871806766225642
SLC5A6	0.140083166397302
HS2ST1	-0.119058695416077
CDH2	0.0789881314388756
HIST1H4A	0.814534065996626
RBM42	0.138371375215867
CTNNBL1	0.0282227683366036
TREX1	0.659340813757528
SGSM3	0.285470055728633
OSTM1	0.0247160742960721
RMI1	-0.0297204343133064
ZNF823	-0.0120256149763032
MAP2K2	0.185412677379134
KIAA2018	-0.155077733463155
ZNF414	0.322572085638878
WBP5	-0.0785812912843484
MBTPS2	-0.0294536888401655
FADS3	0.11967460596524
PDF	0.024804469215816
ATN1	0.0692585807071744
SUCO	-0.144445009454234
ATR	0.0619417349256173
SETX	-0.0738119092009271
PLAC8	-0.257291337305673
MTG2	0.0880809352238083
APPBP2	-0.0503285563638243
CCDC91	-0.0301950573631817
DYNC2H1	0.00792000556374006
FAM50A	0.101346719355015
PPM1L	0.0695089532539832
CDC14A	-0.0982944203515883
TIMM10	0.125194948226019
LMNB2	0.0617990571143539
RNF31	0.0483741764929024
RAB9A	-0.067399620222945
RLF	-0.0421419148815758
STK25	0.0700541705603079
ZC3H12C	-0.0414462579085768
ACVR1	-0.0311333991596223
DEPDC7	-0.10168343594649
CAMK2N2	0.409098262372474
ZNF569	0.0115136425114759
TRPM7	-0.0727540143454268
LOC101929705	0.392631706321636
ADSS	-0.124727305089491
SATB1	0.0553396542161506
TAB2	-0.122710853440541
TNFSF9	0.132238415085137
ITSN2	-0.118919665530437
INTS6	-0.0160864338203863
RAPGEF1	0.114033251975193
EEA1	-0.0571362341366592
CHFR	0.0810069874904595
FKTN	-0.0148346517146472
SRF	0.0633694992748719
UBA6	-0.0339301808102492
FAM162A	0.0759504834456237
ETFB	0.146720522423215
SNORA63	0.91703114453956
FOXO1	-0.054460137731962
ERCC-00108	0.529387893183169
CDKN2A	0.120865906283131
CLPP	0.130165389643236
ERBB2IP	-0.106840921687372
FAM214A	-0.100755774015072
GPANK1	0.0343364672068631
DKC1	0.0628865004123762
PLAA	-0.117919419179269
LYRM2	-0.13744732419115
HIF1A	-0.153350834772282
RSAD2	0.319850085077935
ARHGAP12	-0.168518308973214
NPM3	0.21329657279426
FLOT1	0.0620760800437328
MID1	0.00873117477480267
ZNF214	-0.0450324912614897
PAXBP1	0.109967029472466
CNEP1R1	-0.140875676106064
RNF123	0.19199658112299
KISS1	0.131503141518785
DRAM2	-0.173040260698244
ILVBL	0.125823239725251
KMT2E	-0.155198764884603
PIK3R3	0.0844291938513981
POMGNT1	0.0751692139227877
PPP3CC	0.131089883418354
TAF11	-0.0970499752387752
MARC1	0.232243253719228
RHOG	0.221210625738649
BAG1	0.111419659453928
NUCB1	0.156516464839737
COQ10B	0.00433099885260368
SDHAF2	0.0758997807865107
SLC4A2	0.205067110374888
DCAF6	0.00443885497765084
LY6G5B	0.153589257627349
CCDC22	0.27149867642431
POR	0.132619368988661
B9D1	0.337617030167413
UFL1	-0.147586321913359
DNPH1	0.200076257180874
BLOC1S6	-0.14257227970452
TBK1	-0.166208128937639
ZNF257	0.0972896078533965
PKIB	-0.00620658498898985
WNT5B	0.249176144999922
TARSL2	-0.0725317777024599
LGALS9B	0.343555650427068
FAM111B	-0.110359518469196
KIAA1109	0.0181432778715322
ZNF124	0.132139548643277
BBS9	0.299787774395162
ZNF76	0.170253268291506
ELOVL5	-0.0385181573911195
RING1	0.203980923803451
FNBP1L	0.0214556112387561
BRCA2	0.0356655835207103
TPMT	0.0100724371147143
CHST14	0.105568151877567
RAET1E-AS1	0.62304225264312
PKN2	-0.116244043201401
BBS10	0.0283703216433584
FANCL	0.0129585983490967
ANKRD32	-0.0265541046888633
DCP2	0.0146471538250919
TOP2A	-0.156355709312434
FRG1	-0.112940022869789
FAM127A	0.285357834100887
TRABD2A	0.467526191793655
FAM126A	-0.0288226503777751
EEFSEC	0.110133361424383
ACER3	-0.0589263560660864
KIF27	0.252113461587556
ZFP37	0.101456090163413
RPGR	0.0509162472736526
SMARCA1	-0.0590947072074748
CHD1	-0.0575610310188237
IFNAR1	-0.139160169939585
SLC19A1	0.253431241732659
TEAD4	0.19832821833881
MEGF9	-0.0187029107168337
C5orf34	-0.0194682540798454
VPS39	0.0592116067429096
USP1	-0.156985613103991
PSRC1	0.118673817384766
AMD1	-0.0500119190935466
APOBEC3C	-0.110490379129564
MNX1-AS1	0.112011234902037
RAB6A	-0.111446930034706
SOS1	-0.0620147231687058
DDX60L	0.0167517920057865
UPF2	-0.11032290713874
ITGB3BP	-0.0572349717134779
SIRT1	-0.180807291067648
USP53	-0.0829885513055277
VRK3	0.112964223533368
VARS	0.106235388375432
ROCK1	-0.0802822386930817
VPS13C	0.0701520486996605
C22orf39	0.184930301095514
HM13	0.0494748274531362
HOOK1	-0.0372228598111297
AMOTL2	0.0829916648987759
N4BP1	-0.0406978892681993
ARHGDIA	0.105439859919858
TMTC3	-0.121572115296221
CCND1	0.138686833805389
KIAA1161	0.19432539839849
SLC30A6	-0.0792685652817635
SMARCA5	-0.0891796349346521
YIPF4	-0.117491719211311
MGLL	0.0991122924831336
WSB1	-0.0589200874720808
ZNF800	-0.100084666418686
PLK4	-0.112135745518311
APOLD1	0.233069720038202
AGGF1	-0.0248377669907098
YARS	-0.0307648339054385
ELOVL7	0.0352560696403774
RUFY2	-0.13679376755708
MRFAP1L1	-0.152217349200392
STK3	-0.113003380784948
ZSWIM6	0.0788020355097681
CISD3	0.200462113711539
G6PD	0.148237486913255
ABCF2	0.0582608752218539
SLC26A2	-0.115723282812818
FLJ32255	0.168076594412507
TCF7L2	-0.0698594690639025
ERCC-00171	0.361348151858174
DPH1	0.200562268085668
HEATR5B	0.00190758861462115
SMG1P1	0.255355323674204
ACOT13	0.0566503310025914
RASSF7	0.45475756355262
LEPR	-0.0595320221173754
DRAP1	0.167016145320215
MNAT1	-0.0870926329999326
ID2-AS1	0.422764863985979
FZR1	0.104200233441387
ZNF354B	-0.0935016857743496
SLC30A4	0.00682018149333619
ZNF675	-0.294368325892366
ARRDC3	-0.0843399872268042
TRIM14	0.0340393730558386
APAF1	0.00812077837546887
RAB5B	-0.133930820480851
FTX	0.0625326964385551
TRAP1	0.0913498710525955
DNAJC21	-0.0421625172735443
RNF146	-0.142181001743437
ADAMTSL4	0.113503720453184
THUMPD1	-0.107466367372004
ANP32E	-0.160479281626581
CCDC80	-0.335616775996762
CSRP1	0.0673916255699369
ZKSCAN8	-0.0917581145368533
ZNF559	-0.0931752797907923
METTL12	0.556354246593857
ARID2	-0.134067825526875
JKAMP	-0.0418255282015316
PPP2R5A	-0.00822391365968134
ATP6V1C1	-0.104002828518441
SERPINE1	0.180597414923646
DNAJC11	0.0704683865251807
EPB41L5	-0.079720648421584
SVIL	0.214357423306902
SBDS	-0.0789987779497503
HSF2	-0.151736195058309
C5orf42	0.10207573769372
EIF2AK3	-0.122289676611882
LINC00707	-0.174297049514712
USP36	0.126276794781276
P4HA1	-0.0603177162831621
KIF18B	0.119727743141582
APEX2	-0.0439444067325399
B4GALT2	0.303534078191533
LOC100049716	-0.045942679279428
TROAP	0.155204230330291
SGTB	-0.0681613696062247
TRIM32	-0.0965341508115527
PLS3	-0.177522641930158
ZNF91	-0.0666319323770015
SFXN3	-0.00318904206800941
SERF2	0.0358725044161847
IRS2	0.112122028601465
GLMP	0.358939546766828
SENP6	-0.0776843883759568
ERCC6L2	-0.045066655860305
PCIF1	0.0625553022586143
THAP6	-0.0905355130075827
TMEM201	0.110804969014267
OSGEPL1	-0.0369044726252707
MIS18BP1	-0.128301392293878
ERCC-00002	0.436847775260171
IL18	0.187692210908205
RB1CC1	-0.159422968021175
PDLIM5	-0.0648777027170837
TMSB15B	0.0375203304511031
ANXA1	-0.219472420506152
NOC2L	0.0735130518003837
SEC24A	-0.0653705215974796
CEP83	0.0185944620680818
XRCC4	-0.0290418004340944
RRP1B	0.0427123536109706
BCAR1	0.137261873825465
THUMPD3	-0.133665850520257
NACC1	0.0717175325466899
FSCN1	0.190719655942024
CCDC101	0.166063084814312
AGL	-0.0351856756979356
CAPN7	-0.0798059523852483
DGUOK-AS1	-0.188715671203228
RALGAPA1	-0.0139214756285146
TECR	0.170814107929278
QSER1	-0.11886584753473
GINM1	-0.100752110850041
MRPL46	0.0714759837732579
HCP5	0.143519467003274
SLK	-0.113356752790299
C10orf88	-0.0813724212467699
ZNF33A	-0.157241916129245
MRPL24	0.110298934648976
PGAP1	-0.150693168189664
SMAD7	0.343792755263171
