Genes	PAU89988T_6h
TTLL12	-0.183051667333357
AKAP13	0.288351941218937
MRPS11	0.0375000703474022
C14orf159	-0.169340322893631
REV3L	0.135803159655801
MYEOV	0.0283138308158328
CENPT	0.318403560950646
LPP	0.329488990396458
HBP1	-0.146994290398784
MIATNB	-0.954529247667122
PCSK1N	-0.109307539648943
PPP1R3B	-0.0471876679455563
CCDC86	0.111608246050452
AHNAK2	0.356058094802295
STEAP1	0.21404735396566
RIMKLB	-0.0816467548561857
TM4SF19-AS1	-0.605599153655617
GPRC5B	0.139124901460711
AKAP9	0.279192159094278
KTN1	0.180617898409404
TERF2IP	0.220142524809057
HERC4	0.0989929186782108
ME1	0.351222019001041
BOP1	0.339859715137915
NCOR2	0.090809766457947
STIM1	0.131816829052357
MGMT	0.00251671972367662
TAOK1	0.214006185528077
THBS1	0.20876518905335
ZNF354C	-0.0948060312230563
LAGE3	-0.413376702813585
MIR137	-0.0959500836420896
CENPE	0.226796561077592
KBTBD4	-0.327787600090216
CHERP	-0.0398093285120185
POLRMT	-0.173859674227397
MTHFD1L	-0.193685251189149
ATF2	0.282641157078969
SLC12A8	0.247482176121991
ZNF260	0.291582598323827
KLK8	-1.24989371843216
KDM5B	0.0793055360641115
BMPR2	0.294176070253158
TP53	-0.300712206067992
GARS	0.0850940617980882
CENPM	-0.538058853700663
ZNF292	0.279100202669034
EMC9	-0.457939405906259
TMEM131	0.30813608376577
ACD	0.149012327531778
VPS26A	0.0576737741677853
TRNP1	0.359341086562755
TTC39B	0.166180343308635
CTGF	0.234800619941467
PJA2	0.0557049057456922
ARHGAP10	0.408667811876876
DALRD3	-0.704386647166362
MFGE8	0.065676385613985
GCSHP3	0.240680507712288
PIK3CA	0.176259241995519
GPR137	-0.330279665983214
FXN	-0.285765303953084
RNF219	0.21628212210988
PNPLA8	0.0281207121201072
CLASRP	0.0470824525274107
EEPD1	-0.00488629325994916
PITX1	-0.331507488773497
PHF3	0.245503898393302
SNAI2	0.649328906973986
TNNC1	-0.746926259973545
CDT1	-0.314931669216584
UVRAG	0.117441286095668
BOD1L1	0.143298952623672
B3GNT5	0.275342911469258
ARL14	0.319543140950606
SOX9	0.221069405303989
LINC01604	-0.0235315880215214
GLRX	-0.278512949558802
DBN1	-0.0394541180348753
ETNK2	-0.153278768637971
MICB	0.17150150370983
ELOF1	0.0623477434375035
ZMIZ2	0.00204361267633857
RHEBL1	-0.850968740315248
CD46	0.236570752359774
VHL	-0.141519622435941
ORAI1	0.181295832147612
ABCD1	-0.269802320196712
UPF3A	0.323132435090589
DENND6A	0.0559604586692299
RNF126	-0.238601514291459
ZFYVE16	0.198675700898995
CCDC88A	0.235495385888952
GTPBP3	-0.304153214929695
LOC100133985	-0.997565055629861
ZNF140	0.0412272004700895
THBS3	-0.558998158293404
MCOLN3	0.376043148000695
PEG10	0.1508656685241
MED22	-0.0465790349711828
PFAS	-0.00453536076538308
ZC3H3	-0.0797572979915437
TOR3A	-0.285512852139607
CLUH	-0.166768052482697
PRPF38B	0.330489536636885
FNIP1	0.182470489411671
ZNF654	0.286338030586414
ZUFSP	0.200676961809838
POLR3D	0.119566553276336
EXD3	-0.346407729865016
ZNF429	0.252982473490651
ACACA	0.244146691354196
AKAP12	0.248393643109842
RAD17	0.107073347545172
FAM220A	0.378330871404252
CHKA	0.199657422315378
MAP3K14	-0.120798337876265
ARHGDIB	-0.00439001550998874
SLC25A22	-0.136089286346011
DNAJC1	0.341164648722168
CXXC1	-0.0402140308502066
BLOC1S1	-0.311106557091608
INSIG2	0.0401892046775174
ATM	0.0652530111555798
DNAJC13	0.100719981494756
ATAD3B	0.134967049500895
LPCAT1	0.265241363013261
ZNF277	0.302838672353103
RNF19B	0.144571347464311
COPG2	-0.33300036848252
ITSN1	0.365097025615453
UPF3B	0.239914806860368
CCNE2	0.140325483784491
MYL5	-1.12960203853596
LINC00941	0.387385714700196
TCAF1	-0.0914760642522183
BMP2K	0.435359080339479
HERC5	0.182637254627441
KCTD17	-0.363514129841334
EHD1	-0.0191176015199304
AFMID	0.0375932340944871
C2orf54	-0.303237238410425
HOXB-AS3	0.482344003272662
PES1	0.0427894437032954
LOC101928402	-1.46039270879275
TMEM56-RWDD3	-0.107493514708676
RBM41	0.29078117393511
TMEM170B	0.308122768531522
ZFP91	0.12517968296644
LGALSL	0.351544226414417
TROVE2	0.188804453965951
RHBDD2	-0.30207139821563
BCS1L	-0.3165033718238
TAF6L	-0.5784073880987
ST7	0.235661374461405
CEP57	0.0895100147275647
CIR1	0.0955161767318238
DHRS4	-0.019831806234885
ANKRD12	0.189314290689447
BOK	-0.286735244197335
MEF2BNB-MEF2B	-1.23694467583484
GCNT2	0.0721799104787761
CCDC77	-0.0718661920814796
URB1-AS1	-0.563448121363413
TMEM223	0.00684467414366186
ROCK2	0.189073538092808
DMXL1	0.164097351704795
TMEM208	-0.527399758907801
TBC1D17	0.164638716107475
LINC00665	-0.0836198871001903
CD276	0.375469358435692
NDUFB3	0.131141611014939
PDE8A	0.201512832411558
CHID1	-0.254638263725383
ESCO1	0.160662021809804
MARS	-0.178023521002173
SNX13	0.109708789394577
ABR	0.0323124422591574
PHOSPHO2	0.307580305261217
TFPI	0.814104851302969
LLGL1	-0.131714092492216
IGF2BP2	0.291007244291234
SLC17A5	-0.0709130064945862
UBR2	0.0186669752999089
SGTA	-0.112309079226035
TUBB6	0.301195012523421
CPEB2	0.0486870936372448
MTERF2	0.307635112483307
CCSER2	0.268613228929114
ANTXR2	0.279481657569893
TRMT1	-0.173724239860214
FAM102B	0.195640739766009
OSMR	0.125370228404801
NIPAL2	0.365521384886539
CHD9	0.295816916139046
BIRC6	0.1245243934879
FAM195A	-0.266741342670126
ZNF37A	0.346758860026477
ATP6V1H	-0.108243557431536
PTCD1	0.42248914731316
CCNH	0.175583319171182
MOSPD2	0.121259539400521
RABEP1	0.417182529394007
MGEA5	-0.110285253574932
ATP11C	0.189202614923615
RICTOR	0.127565520828648
CUL5	0.109117483123542
BYSL	-0.209898718579845
ANKRD50	0.17916163726017
CD24	0.0479588052875339
IBTK	0.0167152363768368
TSEN54	-0.106342207738803
RECQL4	-0.18790934065624
ERCC-00165	-0.823506971423929
TACSTD2	0.139473082038336
MIR1282	-0.481119245639402
C4orf27	0.244796367664862
CARS2	-0.0588407178308525
RALA	0.167889261910124
FGFRL1	0.105513929738303
SYCP2	-0.120728943498541
KLC2	-0.0825235524939929
UTAT33	0.658953271400906
PRPF31	0.0234185736581525
GSK3B	0.129330719456346
AKT1	-0.0795845078778612
VPS8	0.136343963469515
SLC1A5	-0.125493079425897
EFNB2	0.380270474906334
TBPL1	0.205208190087583
PIK3C2A	0.263187805924008
SLC25A23	0.347899901061121
SMG1	0.0403045251008827
ZNF714	0.194224609525826
SDC3	0.126455531594464
PILRB	-0.644723402910139
MAPK6	0.169374337511987
ABCA3	-0.217469164703733
CTSB	-0.332339876724121
ASH1L	0.223367192493944
ZNF506	-0.169560057171107
KLHDC4	0.0300074769251237
MKLN1	0.108254438648338
OAF	-0.229527353475768
ARL5B	0.147675461501043
TMEM70	0.0768486660015304
TIMM10B	0.264018780518591
RIN1	0.00497139807911173
RAB29	0.19489234573878
ADGRE5	-0.0605406436720699
SAMD12-AS1	0.596175605768902
PIGB	0.43218685885851
MRPL2	-0.202662978478028
CLCN3	0.0975465269819704
EHBP1	0.232083105224397
RRP7A	-0.115947762825233
MBNL2	0.136604258025425
PRR13	0.242099058486754
SDHA	-0.118053189246143
NF1	0.0674062879384962
SHB	0.168577771695406
RAVER1	0.0593784364965648
SRM	-0.172078338530104
ATP6V1F	0.144907128065166
TUBB3	-0.389606359175894
CASC5	0.185188093933387
CDK7	-0.0822653136089837
USP32	0.175924449473911
RAB5A	0.119439329953849
MYADM	0.131420921997761
STAG2	0.0967699895935432
CCDC85B	-0.235802657368957
PACSIN3	-0.0610036932645404
PLEKHA1	-0.0208723221245615
HNRNPA1P33	0.20882893159371
CDK14	0.287475982705121
VPS72	0.0428869206664784
AARSD1	-0.341174421605952
DKK1	0.144024219315277
TH	-0.455307989009624
NSUN6	0.355468837590269
KIF20B	0.230737710014805
FRS2	0.20159061941435
CDC42BPA	0.195641459403468
ACTR6	0.0742064622015519
ZNF829	-0.0930798092636824
CD320	-0.46569428724783
ZNF114	0.343293247256868
MID1IP1	0.203760967660352
ELMO3	-0.586895117045387
CIRBP	-0.362293000818329
EFNA3	-0.639690982975441
KPNA5	0.145029703136588
RRP12	-0.0567102088793465
ITM2C	-0.0983033055955467
LOC100507002	-0.623698003383347
RBM17	0.246515785637973
KLF7	0.273956087775328
FER	0.389388570440752
SENP3	-0.044547642075603
N4BP2L2	0.102631952383786
AAAS	-0.115694072108391
LIG4	0.388133716379188
ZNF85	-0.0689312479202428
ZBTB33	0.279631379621579
CYB561D2	-0.596746058156937
HIST1H2BC	0.00275869000871998
DYRK2	0.110513202666129
SS18L2	0.00794114757080244
MFSD1	0.106651417035019
LAMTOR3	0.16201223842388
CYSTM1	0.263129403809277
LMO7-AS1	1.01722204494516
SNX9	0.194365329926221
TSNARE1	0.358195041791778
ANKRD26	0.294306003514719
RFX7	0.308740002123429
NAPEPLD	0.151251957083235
ARHGEF28	0.222366673224776
KBTBD2	-0.0733971843503207
ARHGAP21	0.260009987220897
ZNF141	-0.0992390255725519
GTF3C5	-0.155782582866945
MFAP3	-0.0131159858062553
TIGD2	0.244738368483165
FASTKD1	0.0388035358236856
PLA2G16	-0.260276469965978
CCDC186	0.316762712067388
MAN2A2	0.0617037674107888
CDKL3	-0.427599799826399
MAP3K2	0.143993452366304
CD3EAP	0.187800553248583
KIAA0754	0.257139030495445
LIMK1	-0.0405070984859872
TRAPPC1	0.0193131532775279
LRP6	0.115612351396951
LOC341056	-0.361205985469826
LOC100288778	-0.341038214347636
SORBS3	-0.091294065723007
GGNBP2	0.0217145116665183
DYNLRB1	0.315270946940277
SBF1	-0.224334060711426
EXOC6	0.267330611185005
ZBED5	0.283943504236144
ATAD5	0.213034607225073
ZNF765	0.184901542144047
TTC3	0.193017141521601
TPP1	0.411909355338671
TOP2B	0.167376147508257
ZNF638	0.122019158721327
SERPINB9	0.20730479632892
ZNF593	0.100326605788736
MCEE	0.223079279834421
INTS7	0.0928663322272021
DTNB	0.132640357105896
SARS2	-0.333124000453603
ACOT8	-0.179509822294238
RNF103	0.135812329682309
HSPH1	0.0898187426395687
ATP2B1	0.0874414059544062
LINC01560	0.113574789801342
EED	0.0766406361970304
SPRN	-0.497866933174112
FNTB	-0.657614564645201
CASK	0.242918983853207
SACS	0.226308128598396
EPT1	0.111704639631629
GCLC	0.0775856426624344
TM4SF1	0.0462919499681878
C5orf28	0.146186390997498
RIF1	0.231257179404173
ALG11	0.0524264970293169
SRSF7	-0.0398488058069653
KIF18A	0.0219177018162737
RPL41	-0.184642442250912
BOLA1	-0.540327181923533
ZBTB48	-0.494390018701111
ALKBH2	0.0598346579484099
SLC7A5	-0.185945176008675
SECISBP2L	0.164794517541659
WDFY2	0.386751448869225
BCL7B	0.0768185123482992
MDN1	0.199325970209734
TNIP2	-0.227720703850204
DPP7	-0.342000870482072
SWT1	-0.232052201665465
ERLIN2	-0.167054607975449
BDP1	0.189651177627371
TM2D3	-0.204795192987441
HIST1H2AD	-0.457100109380963
LIFR	-0.106118581206444
NIPA1	0.137073495214734
PCNXL4	0.063500498810833
SH3KBP1	0.261752292189953
MYO9A	0.136563535658131
EP300	0.211332030208462
DHX36	0.11550583518919
C5orf51	0.0634302323230278
MTA1	-0.0829451402371264
CWC27	0.290278324076137
ERCC2	0.0125784693372033
SCRIB	-0.187507548938319
NPAT	0.129039005674351
AKT2	-0.0642808357274287
PGLS	-0.0806742278096424
MRTO4	-0.108139015969324
EPS15L1	-0.0311144396917751
TMEM135	0.118816339760862
STAG3L5P-PVRIG2P-PILRB	-0.528273135091735
SQRDL	0.429469472405726
TOPORS	0.221268643760441
NHLRC3	0.154590018380699
CEP350	0.200885841246942
JUND	0.203089621419525
HES1	0.187352407990599
COPB1	0.0088361572315856
TANGO2	-0.345476768164237
GRAMD3	-0.176722698316582
SLC25A30	-0.152514415858437
MZT2B	-0.604730543971442
STXBP2	-0.0854119568837177
PLEKHG4	-0.4737952621506
SLC39A8	0.338506058377829
IVD	-0.245327717359026
NCKIPSD	-0.315253312286442
GTF2H1	0.15629150605444
ARL6IP1	-0.230999663282679
ELP4	0.0689748024761752
NAPA-AS1	-0.523093773601305
SCAMP4	-0.140571419393078
C11orf84	0.0314771427490621
PNRC1	0.151266344992169
UBE2L6	-0.213615029533178
OTUD5	0.196957671481331
ERCC-00051	0.454626340448693
CENPF	0.0343953218752748
SNAPC4	-0.246329724346245
IREB2	-0.0268830210931643
ATRX	0.281459336214981
DNAJC2	0.362282581363411
GAS6-AS2	0.27265714756379
PLOD3	-0.163617148420658
RNF38	-0.00711650428983113
ESCO2	0.243193431825702
FLNC	-0.0815613053661725
HSPG2	-0.0187888646339234
ABHD14A	0.334692449165226
PAK1IP1	0.204083754852045
ATG2B	0.157125031211761
CDCA7L	-0.011821495187391
MED13	0.107574675675881
PPP6R1	-0.0707387646894357
MGA	0.263521700153282
CTDSP1	-0.220875359442418
FAM201A	-0.141791435055289
ALS2	0.0466035374035814
LAS1L	-0.0109612181282541
SUV39H1	-0.279226643777132
ADM	-0.0672932242484614
CUL4B	0.182781927505338
USP9X	0.063107037891764
ACLY	0.166180132935498
STAG1	0.00986719199090036
ATG101	0.0164294034486083
TMX3	-0.0507145021960271
TMEM184C	0.248468637490304
USP37	0.10279395621945
GATM	0.372478050828579
PTTG2	0.491423558382582
ZNF43	-0.131928329260383
ASPM	0.209115385112107
TP53INP1	-0.0634841849953231
THOP1	-0.154005827040602
TBC1D23	0.0577979855167925
MROH6	-0.444402455815952
TATDN1	0.0246743171073076
SLC5A6	-0.133131822951084
HS2ST1	-0.00136642093394901
CDH2	0.373495676647944
HIST1H4A	-1.72140087497496
RBM42	-0.20528917710167
CTNNBL1	0.142063590025892
TREX1	-0.414917396361722
SGSM3	-0.0634854308190689
OSTM1	0.238694440108086
RMI1	0.146177728127592
ZNF823	0.161266475068259
MAP2K2	-0.0811026830762245
KIAA2018	0.225024969051673
ZNF414	-0.588500928679359
WBP5	-0.155647589531963
MBTPS2	0.0851323583635661
FADS3	0.0954404111766212
PDF	-0.249554325728534
ATN1	0.123160382834917
SUCO	0.121199263331823
ATR	0.0856246904712732
SETX	0.138488046268987
PLAC8	-0.108411304429975
MTG2	-0.307377265580022
APPBP2	0.160660491646643
CCDC91	0.244080515486
DYNC2H1	0.187799856653981
FAM50A	0.228728611552174
PPM1L	0.420326504258448
CDC14A	0.144538254204828
TIMM10	-0.137248391661852
LMNB2	-0.118411014841328
RNF31	-0.094865736219016
RAB9A	0.260055172314834
RLF	0.241516080393333
STK25	0.0460365984859958
ZC3H12C	0.0847075982569749
ACVR1	0.0759906785780586
DEPDC7	-0.12413260166154
CAMK2N2	0.245053055769233
ZNF569	-0.0885388707250634
TRPM7	0.14879065663054
LOC101929705	0.219774113931249
ADSS	-0.0271423116999561
SATB1	0.376202041396178
TAB2	0.249411217478579
TNFSF9	-0.514984101876541
ITSN2	0.295663925856997
INTS6	0.251247986795533
RAPGEF1	-0.0364981482367392
EEA1	0.33382134804721
CHFR	0.249118281206184
FKTN	0.106397612244453
SRF	0.00787302136445955
UBA6	0.126000617992917
FAM162A	-0.0397287955318069
ETFB	-0.227531863858928
SNORA63	1.32181319587271
FOXO1	0.148420187157568
ERCC-00108	-0.471255509329324
CDKN2A	0.219460668552899
CLPP	0.203938816451042
ERBB2IP	0.168819462443464
FAM214A	0.172473802318842
GPANK1	0.219767767998729
DKC1	-0.0291191520919911
PLAA	0.0768056134858686
LYRM2	0.0308954574149549
HIF1A	0.312251831704426
RSAD2	-0.252386817748155
ARHGAP12	0.255786904073002
NPM3	-0.218417673895156
FLOT1	-0.0941352633850929
MID1	0.180733294327476
ZNF214	-0.110085965783235
PAXBP1	0.263628494958752
CNEP1R1	0.0114206829140659
RNF123	-0.0697799980561502
KISS1	-0.081826551501773
DRAM2	0.206879601134235
ILVBL	-0.471718328337299
KMT2E	0.278088371431296
PIK3R3	-0.00196839654901115
POMGNT1	-0.140146074345453
PPP3CC	0.298443441327231
TAF11	-0.0366993510245015
MARC1	0.00261977835684579
RHOG	-0.17455233843467
BAG1	-0.1809282404547
NUCB1	0.00902180773250283
COQ10B	0.0111376893430624
SDHAF2	0.0289816992846648
SLC4A2	-0.0459986613175785
DCAF6	0.22575814951867
LY6G5B	0.287371226288923
CCDC22	-0.47011569421421
POR	0.0762014924553478
B9D1	-0.445445989504077
UFL1	0.050325785593583
DNPH1	-0.0823756857589775
BLOC1S6	0.0103107346478302
TBK1	0.0651458960563049
ZNF257	-0.14833669250335
PKIB	0.561080991894618
WNT5B	-0.165311699165023
TARSL2	0.156255927240597
LGALS9B	-0.825588756694298
FAM111B	0.263601331305125
KIAA1109	0.251336889315577
ZNF124	0.346119234267858
BBS9	0.277246216039367
ZNF76	-0.335245594879554
ELOVL5	0.258287318497997
RING1	0.0427435864099621
FNBP1L	0.199568508201295
BRCA2	0.19647242775484
TPMT	0.410573536909205
CHST14	0.0778950745465652
RAET1E-AS1	0.177004608760689
PKN2	0.169283812861676
BBS10	0.339844262549652
FANCL	-0.0337025055032409
ANKRD32	0.241892911991954
DCP2	0.0280471641450069
TOP2A	-0.0818324127325312
FRG1	0.136703208094886
FAM127A	-0.192936297857014
TRABD2A	0.18642004757934
FAM126A	0.270857405263663
EEFSEC	0.183930562609557
ACER3	0.166370639073412
KIF27	-0.0305683064924573
ZFP37	-0.107688361215313
RPGR	-0.0226439348582668
SMARCA1	0.0305252278740746
CHD1	0.245037803391734
IFNAR1	0.0938448776237237
SLC19A1	0.0138077989742529
TEAD4	-0.0768600460850912
MEGF9	0.18948999206615
C5orf34	0.125488034040722
VPS39	-0.116071379136382
USP1	0.11153910764686
PSRC1	-0.224538879616922
AMD1	0.177572688418774
APOBEC3C	-0.109589751593671
MNX1-AS1	0.574977850877231
RAB6A	0.300831888434126
SOS1	0.292726751970441
DDX60L	0.199333047874541
UPF2	0.166442211346252
ITGB3BP	0.416001955545688
SIRT1	0.0244184198848139
USP53	0.295337641767807
VRK3	0.173436696456141
VARS	-0.133271447599504
ROCK1	0.206064191486921
VPS13C	0.269549135224235
C22orf39	0.0951332444610067
HM13	0.059355467026232
HOOK1	0.259370589590371
AMOTL2	-0.0202993568368388
N4BP1	0.248313925766795
ARHGDIA	-0.00956360642261256
TMTC3	0.257871801359899
CCND1	0.0448864638601982
KIAA1161	0.132367228091349
SLC30A6	0.00926251207951534
SMARCA5	0.156946834309576
YIPF4	-0.0679623155640048
MGLL	0.138414375008035
WSB1	0.000530529180100103
ZNF800	0.344955662183105
PLK4	0.11519432994027
APOLD1	0.109534978553699
AGGF1	0.191587961020166
YARS	-0.0944992540060756
ELOVL7	0.158137005145564
RUFY2	0.0855018129359593
MRFAP1L1	0.0872375472280984
STK3	0.144734204278065
ZSWIM6	0.270816683414981
CISD3	0.0678662747904761
G6PD	0.0965901930663584
ABCF2	-0.0528956818572288
SLC26A2	0.175887464480959
FLJ32255	0.249437290543903
TCF7L2	0.25140970762164
ERCC-00171	-0.239741447225793
DPH1	-0.168999622585457
HEATR5B	0.143588934116795
SMG1P1	-0.179867082221105
ACOT13	0.324631056205779
RASSF7	-0.231736198691338
LEPR	0.220497254076004
DRAP1	0.127006846924566
MNAT1	0.242537383323018
ID2-AS1	-0.641588249571376
FZR1	-0.276500706686546
ZNF354B	0.287329275843391
SLC30A4	0.0596427656374829
ZNF675	0.254497526409296
ARRDC3	0.135957352731774
TRIM14	0.0465123451068488
APAF1	0.15934581333381
RAB5B	0.118582573708819
FTX	-0.589595580629563
TRAP1	-0.168268942784373
DNAJC21	0.241320589759799
RNF146	0.0715875078069637
ADAMTSL4	-0.195384511880398
THUMPD1	-0.00819871417605089
ANP32E	0.1320880521129
CCDC80	-0.0991634987433747
CSRP1	-0.112823747283371
ZKSCAN8	-0.0837764378239456
ZNF559	-0.105449577897974
METTL12	-0.241891921826597
ARID2	0.17189433990734
JKAMP	0.0467252555525102
PPP2R5A	0.0837962474098415
ATP6V1C1	0.0440085879846741
SERPINE1	0.0995477893662251
DNAJC11	-0.0298546740571926
EPB41L5	0.310921053177715
SVIL	0.156908810383206
SBDS	0.184033877582074
HSF2	-0.178023343432215
C5orf42	-0.103867779865305
EIF2AK3	0.224186427410146
LINC00707	0.19640100152729
USP36	0.0673071228639515
P4HA1	0.20123589576042
KIF18B	-0.320774669897108
APEX2	-0.0987627264666848
B4GALT2	-0.146061668136277
LOC100049716	0.314526346454425
TROAP	0.0545322038286109
SGTB	0.403729787418461
TRIM32	-0.191270329830063
PLS3	0.0347909369512669
ZNF91	0.056160362148332
SFXN3	-0.209272679131579
SERF2	0.116534791898718
IRS2	0.0696151845826334
GLMP	-0.178329812273751
SENP6	0.170248525965825
ERCC6L2	0.270942092073131
PCIF1	-0.216102212379877
THAP6	0.282160752284899
TMEM201	-0.0445529901247177
OSGEPL1	0.151580534220729
MIS18BP1	0.109533468284227
ERCC-00002	-0.538362011466393
IL18	0.226392751774531
RB1CC1	0.193583476764958
PDLIM5	-0.000191016488728657
TMSB15B	0.100279904678288
ANXA1	-0.248745568212332
NOC2L	-0.00187610344418143
SEC24A	0.282258491603532
CEP83	0.281827158118533
XRCC4	0.32084791681818
RRP1B	0.0633324269129112
BCAR1	-0.119370840456744
THUMPD3	0.100388082443453
NACC1	0.0286014407923147
FSCN1	-0.0315074430202946
CCDC101	-0.0436071996411869
AGL	0.209533479676463
CAPN7	0.16265355463899
DGUOK-AS1	0.433128762370569
RALGAPA1	0.236447704103375
TECR	0.0641048816444734
QSER1	0.17808817471013
GINM1	0.0661932851577722
MRPL46	-0.0214136315576274
HCP5	-0.396298133724087
SLK	0.22154583265332
C10orf88	0.316004235702048
ZNF33A	0.233792322155703
MRPL24	-0.122654329249078
PGAP1	0.0539960111135471
SMAD7	0.167314839325177
ZNF431	0.0423578942750447
CSNK1G2	0.239193693300431
ARHGAP5	0.148982102743179
PIKFYVE	0.00457091209408311
RILPL2	-0.0486364853621453
PPARD	0.204319833614709
GPAA1	-0.328378277742384
CETN3	0.0779036401575048
PPP2R3C	0.0755941193430418
TIMP1	-0.0990258952553038
RPL28	0.156467571335327
ZBTB1	0.33178961849784
GPS1	-0.253288010980713
LOC105373383	0.917455878474188
MCF2L	-0.239640692768638
TRNAU1AP	-0.014546413100029
ASAH2B	-0.74634490421223
