Genes	PATU8902_24h
TNNC1	0.0727345432467257
CDT1	-0.151948283340366
UVRAG	0.251739681881586
BOD1L1	0.158364999696437
B3GNT5	0.379397543193459
ARL14	0.484325145037598
SOX9	-0.153453189782816
LINC01604	0.50468398015089
GLRX	-0.203603448561091
DBN1	-0.220091448621125
ETNK2	-0.167899214120544
MICB	-0.155194465124552
ELOF1	-0.391134156465103
ZMIZ2	-0.182439942715587
RHEBL1	-0.116987057344436
CD46	0.291148939504571
VHL	0.188872234695484
ORAI1	-0.176316782808101
ABCD1	0.172014079508024
UPF3A	-0.0500923597856309
DENND6A	0.289953347414467
RNF126	-0.315291020558378
ZFYVE16	0.499954521701634
CCDC88A	0.401647654867625
GTPBP3	0.0233984544411792
LOC100133985	0.239113340575754
ZNF140	0.316796551883414
THBS3	0.460005235520366
MCOLN3	0.596974915327062
PEG10	-0.00404159394981463
MED22	-0.220063239309271
PFAS	-0.194232075431152
ZC3H3	-0.165394513055567
TOR3A	-0.119073881198586
CLUH	-0.103916391257093
PRPF38B	-0.0738536116180768
FNIP1	0.168526295233982
ZNF654	0.613322762908504
ZUFSP	0.541385889118439
POLR3D	-0.039085284681982
EXD3	0.155510037224294
ZNF429	0.618692686929679
ACACA	0.118431858018076
AKAP12	-0.080640104139559
RAD17	0.525842815580496
FAM220A	0.427862212638829
CHKA	0.26167281771179
MAP3K14	-0.0346885659264355
ARHGDIB	-0.3642687358165
SLC25A22	-0.150740095964339
DNAJC1	0.198739965713962
CXXC1	-0.18652310518172
BLOC1S1	-0.197971114982892
INSIG2	0.484483517742176
ATM	0.428574163288574
DNAJC13	0.244063362655905
ATAD3B	-0.060863152744818
LPCAT1	0.098692472504057
ZNF277	0.465130757713624
RNF19B	-0.054277349580266
COPG2	0.292854642488907
ITSN1	0.0381776411644683
UPF3B	0.191407880691212
CCNE2	0.299271606678997
MYL5	0.062668585607208
LINC00941	-0.0200251536071612
TCAF1	0.294723987716081
BMP2K	0.161481886825715
HERC5	0.410694933453626
KCTD17	-0.0512828115190391
EHD1	-0.173052892166753
AFMID	-0.198941183559704
C2orf54	0.319618362268032
HOXB-AS3	0.824763509622429
PES1	-0.161899610854492
LOC101928402	-0.0883177929662864
TMEM56-RWDD3	-0.230828659784336
RBM41	0.608834975541087
TMEM170B	0.659879679932603
ZFP91	0.0772282113230824
LGALSL	0.240436955221722
TROVE2	0.296892122793803
RHBDD2	-0.273794823428525
BCS1L	-0.229917643421553
TAF6L	-0.0249498137915709
ST7	-0.140880444338768
CEP57	0.299000221523449
CIR1	0.092023931559984
DHRS4	0.190873717252868
ANKRD12	0.749241779081601
BOK	-0.226695836500075
MEF2BNB-MEF2B	0.449511734406691
GCNT2	0.161393540701975
CCDC77	0.341600890282034
URB1-AS1	-0.378084773188995
TMEM223	-0.330536633886238
ROCK2	0.205137003781503
DMXL1	0.52761864999193
TMEM208	-0.183320547198317
TBC1D17	0.0115010512210105
LINC00665	-0.299416848487029
CD276	0.174739481836746
NDUFB3	-0.178632443356268
PDE8A	0.208382425741447
CHID1	-0.225283806673864
ESCO1	0.693571894187238
MARS	-0.284222075175481
SNX13	0.586766482660926
ABR	-0.194275353029552
PHOSPHO2	0.886538452389922
TFPI	0.24786951732106
LLGL1	-0.109125205951149
IGF2BP2	-0.133024128131466
SLC17A5	0.391901698152599
UBR2	0.295498485978078
SGTA	-0.275257809273864
TUBB6	-0.266839544981829
CPEB2	0.544643432520792
MTERF2	0.473352211023877
CCSER2	0.420660790382898
ANTXR2	0.247300474017036
TRMT1	-0.116571736396502
FAM102B	0.264274273403043
OSMR	0.0757927191269179
NIPAL2	0.456365722085742
CHD9	0.406159450916519
BIRC6	0.257488580851575
FAM195A	0.0402565447765535
ZNF37A	0.434524799804464
ATP6V1H	0.249647412445672
PTCD1	-0.102760867975473
CCNH	0.144175690658887
MOSPD2	0.612912607017435
RABEP1	-0.118532342113729
MGEA5	0.107185685878149
ATP11C	0.421209275005451
RICTOR	0.356884076420338
CUL5	0.457598713058403
BYSL	-0.233743447134938
ANKRD50	0.345481862426948
CD24	0.584294632365919
IBTK	0.339562194010719
TSEN54	-0.313719958338426
RECQL4	-0.161059467969316
ERCC-00165	0.599572210278695
TACSTD2	0.356669213041181
MIR1282	4.30594629132806
C4orf27	0.260483861317717
CARS2	-0.126242040033438
RALA	0.180629194659154
FGFRL1	-0.197931194454476
SYCP2	0.897171342717914
KLC2	-0.288156198775833
UTAT33	0.452350149889659
PRPF31	-0.211063413787383
GSK3B	0.0653005061335472
AKT1	-0.254179453745766
VPS8	0.372836909540619
SLC1A5	-0.2987989116253
EFNB2	0.345518901112067
TBPL1	0.424810464030712
PIK3C2A	0.374553879450628
SLC25A23	-0.209138538954768
SMG1	0.325760513754091
ZNF714	0.336082235587107
SDC3	-0.135007378225671
PILRB	-0.328763160213056
MAPK6	0.273180344603102
ABCA3	-0.106282227569301
CTSB	-0.167682664922697
ASH1L	0.123072052244907
ZNF506	0.61032506286816
KLHDC4	-0.199997406001684
MKLN1	0.365182981763538
OAF	-0.21232758373522
ARL5B	0.56760684833178
TMEM70	0.466647666676089
TIMM10B	0.0330470859195353
RIN1	-0.294782980110078
RAB29	0.304958605530616
ADGRE5	-0.201938520990703
SAMD12-AS1	0.661825250253963
PIGB	0.717005556192118
MRPL2	-0.20807124609669
CLCN3	0.250091090045774
EHBP1	0.181831509930707
RRP7A	-0.139396822976574
MBNL2	0.340218552348651
PRR13	-0.208291902673509
SDHA	-0.35409421456097
NF1	0.222997809465165
SHB	-0.172658117667129
RAVER1	-0.207774251439261
SRM	-0.246580168307539
ATP6V1F	-0.302095742307992
TUBB3	-0.331559795152454
CASC5	0.433066145938237
CDK7	0.0645897826669479
USP32	0.107393648604614
RAB5A	0.245432456921788
MYADM	-0.214067445528687
STAG2	0.32022268806384
CCDC85B	-0.309989654126868
PACSIN3	-0.214067681948314
PLEKHA1	0.318139967417173
HNRNPA1P33	0.000591639399679877
CDK14	0.270222164754252
VPS72	-0.217165519962757
AARSD1	-0.0111542221434195
DKK1	0.396862274757925
TH	0.396741712655663
NSUN6	0.299960013137123
KIF20B	0.486436955146055
FRS2	0.395779160621122
CDC42BPA	0.198046393606246
ACTR6	0.712385549348398
ZNF829	0.353801005507146
CD320	-0.159097650092132
ZNF114	0.50303124657077
MID1IP1	0.155165595562885
ELMO3	0.417737012162874
CIRBP	-0.170948458439935
EFNA3	0.584892356607795
KPNA5	0.498846863991024
RRP12	-0.147702289846674
ITM2C	-0.276224392927686
LOC100507002	-0.0108041287238927
RBM17	-0.132105650812783
KLF7	0.266646123945682
FER	0.450632090241239
SENP3	-0.22576628763892
N4BP2L2	0.257447644454596
AAAS	-0.122249473864692
LIG4	0.520541310399044
ZNF85	0.417341544350096
ZBTB33	0.456847815759458
CYB561D2	0.0491990873843529
HIST1H2BC	0.228076917513586
DYRK2	0.442520928045903
SS18L2	0.37376524183686
MFSD1	0.410971713336221
LAMTOR3	0.453214493797006
CYSTM1	0.0504470112475914
LMO7-AS1	-0.300890424961884
SNX9	0.0166923470152378
TSNARE1	0.0796764655494115
ANKRD26	0.640953804668672
RFX7	0.218611309862256
NAPEPLD	0.582166858608337
ARHGEF28	0.187786376357892
KBTBD2	0.233261894484947
ARHGAP21	0.0568595391781637
ZNF141	0.437473413453044
GTF3C5	-0.173888777765895
MFAP3	0.303129924168695
TIGD2	0.511826319329526
FASTKD1	0.575111112842924
PLA2G16	-0.112575931370522
CCDC186	0.465256871661565
MAN2A2	-0.171616527872114
CDKL3	0.864464675931825
MAP3K2	0.270070469571761
CD3EAP	-0.186753174944722
KIAA0754	0.195871152259689
LIMK1	-0.214791803109124
TRAPPC1	-0.268212147398328
LRP6	0.187825588724067
LOC341056	0.59477881241094
LOC100288778	-0.017463149352305
SORBS3	-0.217430597266555
GGNBP2	0.151794673682555
DYNLRB1	-0.243888530590521
SBF1	-0.0426787478399584
EXOC6	0.47476989528174
ZBED5	0.500724675336571
ATAD5	0.397113033302539
ZNF765	0.616219330041043
TTC3	0.279155746839772
TPP1	0.126523699893444
TOP2B	0.198990146504615
ZNF638	0.297443271108673
SERPINB9	-0.200116514218646
ZNF593	-0.44712219775059
MCEE	0.367014391795466
INTS7	0.247379427455091
DTNB	-0.0149828799798781
SARS2	-0.195000055373574
ACOT8	-0.466521503286228
RNF103	0.313613846989456
HSPH1	0.247247629776021
ATP2B1	0.270760999737974
LINC01560	0.614816421940473
EED	0.313859191825206
SPRN	0.185447700336744
FNTB	0.406769234913146
CASK	-0.111604800414779
SACS	0.545073858243986
EPT1	0.467473970171513
GCLC	0.153090969393562
TM4SF1	0.181890294191646
C5orf28	0.703956327983931
RIF1	0.418462441931373
ALG11	0.608966885225297
SRSF7	-0.0868214921953667
KIF18A	0.322862257154275
RPL41	-0.0652678676809479
BOLA1	-0.123426153426593
ZBTB48	0.0989245274282839
ALKBH2	-0.23071891404069
SLC7A5	-0.296599018123899
SECISBP2L	0.263810748183457
WDFY2	0.012654458100001
BCL7B	-0.234334781363179
MDN1	0.147001696512974
TNIP2	-0.0862789242528823
DPP7	-0.200899637235146
SWT1	0.797333792863056
ERLIN2	-0.0692825910788395
BDP1	0.18281592881116
TM2D3	0.372914617286222
HIST1H2AD	0.578842544105258
LIFR	0.577882330484927
NIPA1	0.298075111907131
PCNXL4	0.368114479572493
SH3KBP1	-0.100796884091694
MYO9A	0.325990264041599
EP300	0.0369124444836406
DHX36	0.370529648512337
C5orf51	0.312056737480373
MTA1	-0.284916008401991
CWC27	0.0492239159200585
ERCC2	-0.153040576997557
SCRIB	-0.144407121523994
NPAT	0.355223072013567
AKT2	-0.255631303953018
PGLS	-0.288938319288757
MRTO4	-0.144269403609257
EPS15L1	-0.326336666344871
TMEM135	0.665689196375236
STAG3L5P-PVRIG2P-PILRB	0.0868217661835264
SQRDL	0.0283974138792864
TOPORS	0.121610608182952
NHLRC3	0.548386213246498
CEP350	0.332424086849819
JUND	-0.0601370495130222
HES1	0.535217475147202
COPB1	0.251272850494716
TANGO2	0.0481473527181144
GRAMD3	0.323735990215684
SLC25A30	0.241418105951301
MZT2B	-0.171411951957472
STXBP2	-0.211825386967152
PLEKHG4	0.327880428987085
SLC39A8	0.673197553980144
IVD	-0.0772346483118307
NCKIPSD	-0.0489973054570632
GTF2H1	0.229449585977117
ARL6IP1	0.218003698783841
ELP4	0.292718357012086
NAPA-AS1	-0.605604829067945
SCAMP4	-0.337103623823544
C11orf84	-0.205442520147585
PNRC1	0.367067100023033
UBE2L6	-0.145862578837165
OTUD5	-0.232108877207575
ERCC-00051	1.53070334831501
CENPF	0.230542751647833
SNAPC4	0.0499246015680379
IREB2	0.398706562219505
ATRX	0.372658422530807
DNAJC2	0.144205577706432
GAS6-AS2	0.330326383083746
PLOD3	-0.272772086489371
RNF38	0.23722335480032
ESCO2	0.370903377912915
FLNC	-0.12454144536277
HSPG2	0.031417161306921
ABHD14A	-0.34756109637347
PAK1IP1	0.0914677178057381
ATG2B	0.302434374804896
CDCA7L	-0.136798833657307
MED13	0.247087848066829
PPP6R1	-0.227153715366503
MGA	0.149052805095506
CTDSP1	-0.0867236150354724
FAM201A	0.412737487742979
ALS2	0.0194698853731428
LAS1L	-0.19989615375995
SUV39H1	-0.167493395570218
ADM	-0.128397564149919
CUL4B	0.418791281453667
USP9X	0.200497022374631
ACLY	-0.0914116894154615
STAG1	0.144114435271089
ATG101	-0.192968650330604
TMX3	0.528533361284208
TMEM184C	0.173554398736854
USP37	0.454077183978125
GATM	0.386372425200349
PTTG2	0.289706553883197
ZNF43	0.659166035123619
ASPM	0.539042057776111
TP53INP1	0.440486428908785
THOP1	-0.305113288805044
TBC1D23	0.497728695443284
MROH6	0.527519892531959
TATDN1	0.36705698022037
SLC5A6	-0.139532232024635
HS2ST1	0.387506865613959
CDH2	-0.00724394898171976
HIST1H4A	0.517141794073621
RBM42	-0.17343577193487
CTNNBL1	-0.185671071170566
TREX1	0.368926724157816
SGSM3	-0.0755918136253366
OSTM1	0.513999243345475
RMI1	0.606565867253837
ZNF823	0.438174774683666
MAP2K2	-0.237159022937973
KIAA2018	0.124655458332824
ZNF414	-0.0865312301398875
WBP5	0.203859465396129
MBTPS2	0.325582191812192
FADS3	-0.345571551981039
PDF	-0.229582851359821
ATN1	-0.30061952372306
SUCO	0.357088533575627
ATR	0.430293454554898
SETX	0.389549048129994
PLAC8	-0.0548837748902322
MTG2	-0.0843204543420963
APPBP2	0.507390368975821
CCDC91	0.508199413040789
DYNC2H1	0.640084072593464
FAM50A	-0.0885654252102297
PPM1L	0.379102542630892
CDC14A	0.470125775932062
TIMM10	-0.317224553802109
LMNB2	-0.261682917974726
RNF31	-0.130805441073814
RAB9A	0.155670199928453
RLF	0.629178808789415
STK25	-0.247349638964886
ZC3H12C	0.370061942787709
ACVR1	0.161120406306138
DEPDC7	0.459597144039062
CAMK2N2	-0.198311264902268
ZNF569	0.554618030636282
TRPM7	0.404948039555406
LOC101929705	0.255956074391597
ADSS	0.368778130098386
SATB1	0.249514187355319
TAB2	0.140607472497958
TNFSF9	0.112560340258775
ITSN2	0.090173335844324
INTS6	0.324405063600874
RAPGEF1	-0.170547117194427
EEA1	0.370264101506138
CHFR	-0.0789364096860181
FKTN	0.420387344019641
SRF	-0.228800469802348
UBA6	0.57147167565976
FAM162A	-0.262776590251036
ETFB	-0.196226218475821
SNORA63	0.899709532102754
FOXO1	0.388136485504762
ERCC-00108	0.314057323024257
CDKN2A	-0.353808433646431
CLPP	-0.361770662021549
ERBB2IP	0.120625180327301
FAM214A	0.58256526717031
GPANK1	-0.212824938949157
DKC1	-0.171859147000273
PLAA	0.218847431109736
LYRM2	0.291881379571403
HIF1A	0.113773784127596
RSAD2	0.417529445538457
ARHGAP12	0.245300316656689
NPM3	-0.122273387212841
FLOT1	-0.363521745589792
MID1	0.269989601204334
ZNF214	0.632125906584856
PAXBP1	0.301976072309553
CNEP1R1	0.24393475642687
RNF123	-0.172306079487094
KISS1	-0.296099076386145
DRAM2	0.341656890268481
ILVBL	-0.132858557356314
KMT2E	0.0208861735697008
PIK3R3	0.337405902519725
POMGNT1	-0.186853211268312
PPP3CC	0.120539639093347
TAF11	0.240944316371706
MARC1	0.0778355616047479
RHOG	-0.258318764897552
BAG1	-0.0779193768596151
NUCB1	-0.255746658888312
COQ10B	0.413574009845313
SDHAF2	-0.194652098195923
SLC4A2	-0.145994824924115
DCAF6	0.0754493476377496
LY6G5B	-0.240521019825775
CCDC22	0.173496719790242
POR	-0.202765089040691
B9D1	0.0283103544926764
UFL1	0.287095518672675
DNPH1	-0.287924120122439
BLOC1S6	0.285025093025823
TBK1	0.198675600753724
ZNF257	0.904097979842215
PKIB	0.771400857975527
WNT5B	-0.051869269412907
TARSL2	0.117116870443371
LGALS9B	0.399197409297546
FAM111B	0.58967107744925
KIAA1109	0.365928697006787
ZNF124	0.491238713725827
BBS9	0.516788257632804
ZNF76	-0.0438132597563055
ELOVL5	0.255733194747955
RING1	-0.286332779352533
FNBP1L	0.349164884081218
BRCA2	0.609079726546431
TPMT	0.282277672043358
CHST14	-0.263723080292092
RAET1E-AS1	0.0964651310018043
PKN2	0.308015725445291
BBS10	0.655265465549148
FANCL	0.618617481261112
ANKRD32	0.711267750308703
DCP2	0.52437475741817
TOP2A	0.135380409932694
FRG1	-0.00584559277111119
FAM127A	-0.0128745526135763
TRABD2A	0.102331884053592
FAM126A	0.284648836538377
EEFSEC	-0.0488952710643797
ACER3	0.30594478414368
KIF27	0.37450693162482
ZFP37	0.633280707689308
RPGR	0.586367796393899
SMARCA1	0.257303444845822
CHD1	0.237316523689343
IFNAR1	0.423301994348721
SLC19A1	-0.208879181817109
TEAD4	-0.199911104844414
MEGF9	0.415920735545776
C5orf34	0.493163216604764
VPS39	-0.173806317964583
USP1	0.539609453635244
PSRC1	-0.212800279295827
AMD1	0.235457303493524
APOBEC3C	-0.2611812889973
MNX1-AS1	0.289643100548462
RAB6A	0.206802650750679
SOS1	0.366810261822596
DDX60L	0.641853287764755
UPF2	0.139065350605433
ITGB3BP	0.655758969668065
SIRT1	0.292272759218943
USP53	0.477768484658341
VRK3	-0.232605846962577
VARS	-0.201200660897108
ROCK1	0.306965055086824
VPS13C	0.266867449659923
C22orf39	-0.196141250730136
HM13	-0.285265940063223
HOOK1	0.498518405592341
AMOTL2	-0.167857396352449
N4BP1	0.289864888215564
ARHGDIA	-0.289462815944193
TMTC3	0.483745351032861
CCND1	-0.0218658984060758
KIAA1161	0.334256335607741
SLC30A6	0.32792259163939
SMARCA5	0.182734403575951
YIPF4	0.420564341280238
MGLL	-0.154924351445057
WSB1	0.208173835843997
ZNF800	0.491611517906015
PLK4	0.208362985972948
APOLD1	0.344206521002239
AGGF1	0.357209700241951
YARS	-0.281040685577941
ELOVL7	0.462673643975838
RUFY2	0.228310701160219
MRFAP1L1	0.0315659169835225
STK3	0.267251535835473
ZSWIM6	0.0843333559553985
CISD3	-0.175333771533476
G6PD	-0.191909392235599
ABCF2	-0.202454357114582
SLC26A2	0.337736173157843
FLJ32255	0.0653543290799603
TCF7L2	-0.0888548908334936
ERCC-00171	-0.00693591608904498
DPH1	-0.332771357394924
HEATR5B	0.311908414552871
SMG1P1	0.562394650382549
ACOT13	0.0721682470743783
RASSF7	-0.0872071639689791
LEPR	0.481468315179814
DRAP1	-0.291456644071118
MNAT1	0.157831984617021
ID2-AS1	0.470154674738063
FZR1	-0.270913406944745
ZNF354B	0.415171130936716
SLC30A4	0.581875847887099
ZNF675	0.561298668235795
ARRDC3	0.338933906219923
TRIM14	-0.218525459961715
APAF1	0.373450960795209
RAB5B	-0.086469170079571
FTX	0.307682856859558
TRAP1	-0.262132902866632
DNAJC21	0.133622883573882
RNF146	0.134105291272723
ADAMTSL4	-0.215196501886252
THUMPD1	0.32062271955115
ANP32E	0.0788297246029659
CCDC80	-0.0835131981755399
CSRP1	-0.221344047795716
ZKSCAN8	0.354439091814516
ZNF559	0.510486525583919
METTL12	0.0481686003744324
ARID2	0.131224651823493
JKAMP	0.363573033825685
PPP2R5A	0.414372773803358
ATP6V1C1	0.365674376591599
SERPINE1	-0.247847189792521
DNAJC11	-0.164053342009169
EPB41L5	0.18826252529552
SVIL	0.0446889357295506
SBDS	0.133917716228891
HSF2	0.241235285015463
C5orf42	0.534198194722739
EIF2AK3	0.173066619136367
LINC00707	0.247919884997156
USP36	-0.116622623796903
P4HA1	0.128219236669745
KIF18B	-0.384138854149489
APEX2	-0.374974967785603
B4GALT2	-0.0960564314688952
LOC100049716	0.173317457572428
TROAP	-0.251638608967494
SGTB	0.368522108299172
TRIM32	0.00577110097397071
PLS3	0.0877485581643773
ZNF91	0.58187054243432
SFXN3	-0.0578505355130474
SERF2	-0.335317214487217
IRS2	0.342144365787908
GLMP	-0.0331847430095333
SENP6	0.343976882591801
ERCC6L2	0.242230572998448
PCIF1	-0.264671807886992
THAP6	0.651907406856463
TMEM201	-0.20178861311858
OSGEPL1	0.419255001471153
MIS18BP1	0.437764976938716
ERCC-00002	0.135813262732501
IL18	0.822718400243773
RB1CC1	0.303396815407099
PDLIM5	0.235850538362591
TMSB15B	0.565685958203712
ANXA1	-0.130453480364455
NOC2L	-0.253555465562608
SEC24A	0.125058977365616
CEP83	0.453286596751752
XRCC4	0.351724215431938
RRP1B	-0.0890309119925492
BCAR1	-0.330082140817296
THUMPD3	0.143929633284601
NACC1	-0.26523808209314
FSCN1	-0.209535513508009
CCDC101	-0.396842726518918
AGL	0.462439904528166
CAPN7	0.305863455450025
DGUOK-AS1	-0.0403238154501957
RALGAPA1	0.508614554684138
TECR	-0.251718068447804
QSER1	0.323841672469372
GINM1	0.382619005164964
MRPL46	-0.312666045910369
HCP5	0.260407896084296
SLK	0.147878220218732
C10orf88	0.462706122031617
ZNF33A	0.352792511564235
MRPL24	-0.291478025286843
PGAP1	0.541244425981395
SMAD7	0.648805120110679
ZNF431	0.359605009641946
CSNK1G2	-0.15258741214062
ARHGAP5	0.459117347880498
PIKFYVE	0.0950796108769572
RILPL2	-0.209503002252497
PPARD	-0.0899933453137356
GPAA1	-0.176519774188551
CETN3	0.3483802019113
PPP2R3C	0.454644328640478
TIMP1	-0.41597193408462
RPL28	-0.373580620340622
ZBTB1	0.338492879715981
GPS1	-0.201057557002494
LOC105373383	0.217085182943612
MCF2L	0.349635015777506
TRNAU1AP	-0.173509293100038
ASAH2B	0.115224494952536
TSPAN17	-0.141353819490513
CTAGE5	0.521437235842639
RNF25	-0.138463293061213
KLF5	0.253505322054796
NAA16	0.411203869267326
ZMYM2	0.362351124327258
